Anio,Trimestre,Empresa,NombreCorto,NombreLargo,SIC, NAICS , Activos , Inventarios , PasivoCirc , PasivoLP , PPE , CPP , Efectivo , GC , CBV , UOAD , Ventas , IGR , Deuda , CPC , GO , GVGA , Precio_Accion , mkt_capital , No_Acciones , growth_Activos , q_1 , q_2 , q_3 , q_4 , q_5 
2013,4,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 21,766.91 "," 1,543.65 "," 1,618.07 "," 7,820.67 "," 11,945.08 ", 778.47 ," 1,261.60 ", 188.06 ," 1,731.74 ",-67.47 ," 2,157.43 ", 195.65 ," 6,066.34 "," 1,284.08 "," 2,224.90 ", 493.15 ," 14,285.73 "," 12,968.89 ", 0.90782 , 0.04 , 0.32 , 0.16 , 0.58 , 0.30 , 0.34 
2014,1,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 21,735.82 "," 1,639.57 "," 1,421.20 "," 7,891.60 "," 11,927.67 ", 810.83 , 850.81 , 93.72 ," 1,490.79 ", 17.56 ," 1,744.77 ", 139.11 ," 5,916.95 "," 1,576.78 "," 1,727.21 ", 236.42 ," 15,449.60 "," 13,500.94 ", 0.87387 ,-0.00 , 0.35 , 0.19 , 0.64 , 0.35 , 0.38 
2014,2,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 21,951.25 "," 1,622.51 "," 1,778.95 "," 7,699.16 "," 11,937.34 ", 858.95 , 645.58 , 296.28 ," 2,023.97 ", 311.83 ," 2,562.77 ", 141.22 ," 5,741.63 "," 2,000.00 "," 2,250.93 ", 226.96 ," 18,321.08 "," 12,583.14 ", 0.68681 , 0.01 , 0.31 , 0.14 , 0.57 , 0.26 , 0.32 
2014,3,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 22,690.78 "," 1,520.32 "," 1,965.36 "," 7,700.26 "," 12,072.37 ", 993.33 ," 1,056.51 ", 87.94 ," 2,331.47 ", 562.64 ," 3,156.06 ", 141.83 ," 5,763.29 "," 2,159.69 "," 2,593.42 ", 261.95 ," 3,223.08 "," 12,463.43 ", 3.86694 , 0.03 , 0.30 , 0.12 , 0.55 , 0.23 , 0.30 
2014,4,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 24,132.63 "," 1,635.52 "," 2,229.47 "," 8,201.47 "," 12,739.96 ", 950.73 ," 1,794.16 ", 194.38 ," 1,934.77 ", 230.95 ," 2,546.07 ", 142.27 ," 6,084.12 "," 1,735.51 "," 2,315.13 ", 380.35 ," 30,417.02 "," 12,669.60 ", 0.41653 , 0.06 , 0.27 , 0.09 , 0.52 , 0.18 , 0.26 
2015,1,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 24,342.64 "," 1,912.00 "," 2,658.97 "," 8,195.01 "," 13,043.98 "," 1,088.98 "," 1,111.60 ", 286.50 ," 1,696.16 ", 113.24 ," 2,094.36 ", 152.07 ," 5,987.70 "," 1,796.99 "," 1,981.12 ", 284.97 ," 32,518.65 "," 13,966.49 ", 0.42949 , 0.01 , 0.33 , 0.13 , 0.61 , 0.24 , 0.33 
2015,2,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 24,672.67 "," 1,957.71 "," 2,936.22 "," 8,004.84 "," 13,152.22 ", 887.77 , 726.56 , 236.10 ," 2,294.13 ", 438.28 ," 3,050.96 ", 152.78 ," 5,869.80 "," 2,267.77 "," 2,612.69 ", 318.56 ," 14,295.70 "," 14,964.10 ", 1.04676 , 0.01 , 0.37 , 0.16 , 0.69 , 0.31 , 0.38 
2015,3,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 26,748.14 "," 1,691.90 "," 2,192.94 "," 9,638.76 "," 13,899.79 "," 1,070.18 "," 1,648.45 ", 138.17 ," 2,836.20 ", 686.80 ," 3,891.81 ", 173.49 ," 7,354.22 "," 2,584.48 "," 3,205.01 ", 368.81 ," 14,400.28 "," 15,296.63 ", 1.06225 , 0.08 , 0.30 , 0.13 , 0.57 , 0.25 , 0.31 
2015,4,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 27,285.62 "," 1,730.79 "," 2,125.97 "," 10,251.58 "," 13,900.91 ", 923.76 ," 2,540.91 ", 210.12 ," 2,136.03 ", 410.90 ," 2,946.64 ", 162.94 ," 7,413.53 "," 1,883.41 "," 2,535.74 ", 399.71 ," 4,299.65 "," 14,900.92 ", 3.46561 , 0.02 , 0.27 , 0.09 , 0.54 , 0.18 , 0.27 
2016,1,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 26,987.42 "," 1,993.34 "," 2,122.97 "," 9,942.29 "," 14,028.21 ", 945.05 ," 2,043.31 ", 255.75 ," 1,863.86 ", 146.40 ," 2,361.50 ", 157.70 ," 7,458.02 "," 2,102.72 "," 2,215.10 ", 351.24 ," 5,848.06 "," 16,127.97 ", 2.75783 ,-0.01 , 0.32 , 0.15 , 0.62 , 0.29 , 0.34 
2016,2,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 29,112.81 "," 2,106.06 "," 2,734.54 "," 10,331.85 "," 14,788.60 "," 1,176.62 "," 2,192.52 ", 222.52 ," 2,657.44 ", 687.17 ," 3,669.21 ", 162.83 ," 7,977.39 "," 2,943.42 "," 2,982.04 ", 324.60 ," 42,847.20 "," 16,260.99 ", 0.37951 , 0.08 , 0.28 , 0.11 , 0.56 , 0.22 , 0.29 
2016,3,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 30,567.49 "," 1,977.62 "," 3,078.82 "," 10,485.12 "," 14,989.96 "," 1,324.14 "," 3,466.05 ", 179.90 ," 2,977.47 ", 950.29 ," 4,287.69 ", 165.66 ," 8,034.29 "," 3,031.85 "," 3,337.40 ", 359.93 ," 13,464.36 "," 17,956.92 ", 1.33366 , 0.05 , 0.32 , 0.14 , 0.66 , 0.29 , 0.36 
2016,4,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 38,708.19 "," 2,207.28 "," 3,207.34 "," 17,443.52 "," 19,176.88 "," 1,467.02 "," 3,396.87 "," 6,277.28 "," 2,725.02 ", 459.43 ," 3,678.40 ", 243.59 ," 14,217.49 "," 2,556.27 "," 3,218.96 ", 493.95 ," 9,760.56 "," 22,745.43 ", 2.33034 , 0.27 , 0.22 , 0.05 , 0.44 , 0.11 , 0.21 
2017,1,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 35,548.74 "," 2,329.75 "," 2,712.37 "," 16,275.66 "," 17,654.99 "," 1,302.07 "," 2,577.00 ", 348.52 ," 2,679.63 ", 243.80 ," 3,364.52 ", 270.45 ," 12,879.73 "," 2,535.97 "," 3,120.72 ", 441.08 ," 9,367.52 "," 27,932.98 ", 2.98190 ,-0.08 , 0.42 , 0.25 , 0.85 , 0.51 , 0.51 
2017,2,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 34,750.63 "," 2,150.53 "," 2,986.53 "," 15,670.20 "," 16,871.83 "," 1,262.47 "," 2,337.73 ", 341.52 ," 3,238.46 ", 834.40 ," 4,497.18 ", 287.05 ," 11,963.88 "," 3,139.64 "," 3,662.77 ", 424.32 ," 6,267.44 "," 31,095.40 ", 4.96142 ,-0.02 , 0.55 , 0.36 , 1.13 , 0.74 , 0.69 
2017,3,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 35,223.90 "," 2,082.37 "," 3,120.00 "," 15,316.45 "," 17,014.41 "," 1,394.45 "," 3,250.07 ", 294.27 ," 3,535.29 "," 1,045.83 "," 4,967.77 ", 291.92 ," 12,156.52 "," 3,307.34 "," 3,921.94 ", 386.65 ," 40,838.69 "," 31,364.75 ", 0.76802 , 0.01 , 0.55 , 0.37 , 1.13 , 0.76 , 0.70 
2017,4,GRUPO CEMENTOS DE CHIHUAHUA S.A.B DE C.V.,CEM.CHIHUAHUA,GPO. CEMENTOS DE CHIHUAHUA,3270," 3,273.00 "," 38,456.15 "," 2,240.10 "," 3,691.83 "," 16,465.85 "," 18,528.01 "," 1,765.61 "," 4,608.97 ", 445.69 ," 3,143.52 ", 955.87 ," 4,505.49 ", 230.52 ," 13,173.01 "," 2,947.17 "," 3,549.62 ", 406.11 ," 12,968.89 "," 30,417.02 ", 2.34538 , 0.09 , 0.45 , 0.27 , 0.93 , 0.55 , 0.55 
2015,1,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 430.42 , 235.05 , 110.08 , 156.34 , 29.47 , 89.52 , 10.23 , 1.94 , 83.26 , 18.29 , 151.63 , 2.78 , 155.90 , 108.26 , 133.34 , 50.08 ,,,,-0.99 ,-0.36 ,-0.62 ,-5.29 ,-9.04 ,-3.83 
2015,2,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 444.61 , 239.54 , 114.96 , 159.81 , 30.58 , 89.41 , 11.44 , 1.09 , 89.96 , 17.32 , 161.69 , 3.14 , 159.53 , 110.01 , 144.38 , 54.42 ,,,, 0.03 ,-0.36 ,-0.62 ,-5.22 ,-8.99 ,-3.80 
2015,3,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 448.77 , 238.02 , 128.80 , 144.41 , 30.64 , 80.20 , 14.26 , 2.86 , 99.03 , 21.62 , 173.91 , 3.32 , 141.96 , 117.57 , 152.29 , 53.26 ,,,, 0.01 ,-0.32 ,-0.61 ,-4.63 ,-8.92 ,-3.62 
2015,4,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 467.66 , 240.61 , 136.60 , 141.84 , 29.78 , 77.78 , 16.33 , 3.40 , 95.76 , 25.65 , 174.68 , 7.40 , 141.84 , 127.51 , 149.03 , 53.27 ,,,, 0.04 ,-0.30 ,-0.60 ,-4.76 ,-9.35 ,-3.75 
2016,1,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 519.49 , 261.60 , 147.48 , 168.92 , 30.66 , 58.82 , 16.77 , 1.86 , 96.98 , 28.04 , 182.56 , 3.72 , 168.91 , 160.29 , 154.51 , 57.54 ,,,, 0.11 ,-0.33 ,-0.61 ,-5.51 ,-10.32 ,-4.19 
2016,2,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 519.40 , 251.81 , 120.10 , 180.03 , 30.28 , 53.71 , 16.52 , 2.04 , 114.60 , 31.57 , 205.12 , 4.83 , 180.03 , 171.50 , 173.55 , 58.95 ,,,,-0.00 ,-0.35 ,-0.58 ,-5.95 ,-9.91 ,-4.20 
2016,3,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 572.45 , 268.74 , 159.86 , 177.49 , 33.78 , 98.35 , 13.22 , 4.42 , 120.25 , 33.48 , 213.35 , 4.78 , 177.49 , 172.74 , 179.87 , 59.61 ,,,, 0.10 ,-0.31 ,-0.59 ,-5.25 ,-9.99 ,-4.03 
2016,4,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 660.98 , 354.68 , 196.57 , 217.63 , 38.97 , 169.64 , 13.23 , 7.42 , 118.66 , 32.16 , 218.72 , 5.25 , 217.63 , 172.90 , 186.56 , 67.90 ,,,, 0.15 ,-0.33 ,-0.63 ,-5.58 ,-10.63 ,-4.29 
2017,1,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 696.33 , 354.97 , 136.72 , 320.43 , 50.01 , 105.32 , 13.98 , 1.66 , 127.04 , 36.76 , 237.51 , 6.93 , 320.42 , 187.50 , 200.75 , 73.71 ,,,, 0.05 ,-0.46 ,-0.66 ,-6.41 ,-9.14 ,-4.17 
2017,2,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 711.10 , 361.67 , 146.61 , 320.04 , 57.52 , 106.23 , 16.34 , 2.87 , 138.22 , 32.82 , 247.85 , 9.16 , 320.04 , 188.06 , 215.04 , 76.82 ,,,, 0.02 ,-0.45 ,-0.66 ,-5.56 ,-8.11 ,-3.70 
2017,3,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 732.53 , 355.64 , 253.71 , 226.39 , 60.71 , 100.10 , 18.28 , 2.24 , 148.62 , 34.17 , 262.26 , 9.38 , 225.43 , 212.84 , 228.09 , 79.46 ,,,, 0.03 ,-0.31 ,-0.66 ,-3.71 ,-7.91 ,-3.15 
2017,4,"GRUPO CIOSA, S.A.P.I. DE",CIOSA,GPO. CIOSA,5531," 441,310.00 ", 732.53 , 355.64 , 253.71 , 226.39 , 60.71 , 100.10 , 18.28 , -   , -   , -   , -   , -   , 225.43 , 212.84 , -   , -   ,,,, -   ,-0.31 ,-0.66 ,-3.71 ,-7.91 ,-3.15 
2010,2,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 29,499.66 "," 4,184.38 "," 8,420.48 "," 3,292.66 "," 19,820.68 "," 6,405.95 "," 2,518.82 ",,,,,," 3,292.66 "," 1,818.44 ",,,," 32,789.03 ",, 39.27 ,-0.11 ,-0.40 ,-0.17 ,-0.59 ,-0.32 
2010,3,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 31,140.32 "," 4,968.54 "," 9,405.00 "," 3,769.52 "," 20,646.42 "," 7,711.91 "," 1,865.09 ", 995.47 ," 10,552.07 ", 641.01 ," 13,268.89 ", 139.84 ," 3,769.52 "," 2,063.41 "," 12,627.88 "," 2,075.81 ",," 34,760.01 ",, 0.06 ,-0.12 ,-0.42 ,-0.18 ,-0.64 ,-0.34 
2010,4,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 33,995.40 "," 6,328.70 "," 12,246.22 "," 3,532.31 "," 20,718.11 "," 10,223.95 "," 2,907.11 ", 453.46 ," 12,014.08 ", 699.13 ," 14,928.21 ", 111.69 ," 3,532.31 "," 2,320.29 "," 14,229.08 "," 2,215.00 "," 35,759.69 "," 35,908.15 ", 1.00415 , 0.09 , 0.95 , 0.59 , 1.56 , 0.97 , 1.02 
2011,1,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 32,064.13 "," 5,086.78 "," 10,131.98 "," 3,502.98 "," 20,932.84 "," 8,045.11 "," 1,542.87 ", 490.54 ," 10,998.95 ", 631.53 ," 13,729.54 ", 114.92 ," 3,502.98 "," 2,196.91 "," 13,098.00 "," 2,099.05 "," 38,842.42 "," 36,654.44 ", 0.94367 ,-0.06 , 1.03 , 0.72 , 1.58 , 1.10 , 1.11 
2011,2,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 33,376.61 "," 5,617.39 "," 10,443.96 "," 4,165.80 "," 21,730.98 "," 8,932.64 "," 1,153.12 "," 1,009.33 "," 10,488.21 ", 718.65 ," 13,102.39 ", 123.77 ," 4,165.80 "," 2,146.49 "," 12,383.74 "," 1,895.52 "," 34,556.43 "," 35,314.94 ", 1.02195 , 0.04 , 0.93 , 0.62 , 1.43 , 0.95 , 0.98 
2011,3,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 35,302.61 "," 6,476.71 "," 11,840.00 "," 4,353.23 "," 23,068.64 "," 9,351.19 ", 613.36 ," 1,561.41 "," 11,290.97 ", 651.04 ," 14,055.88 ", 166.93 ," 4,353.23 "," 2,173.70 "," 13,404.83 "," 2,113.87 ",," 32,071.44 ",, 0.06 ,-0.12 ,-0.46 ,-0.19 ,-0.70 ,-0.37 
2011,4,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 37,121.71 "," 6,751.63 "," 15,162.59 "," 2,676.37 "," 24,347.11 "," 10,344.91 ", 999.29 ," 1,703.48 "," 13,385.47 ", 713.39 ," 16,599.00 ", 134.96 ," 2,676.37 "," 2,640.42 "," 15,885.61 "," 2,500.14 ",," 33,814.21 ",, 0.05 ,-0.07 ,-0.48 ,-0.11 ,-0.73 ,-0.35 
2012,1,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 40,428.68 "," 5,996.71 "," 12,176.33 "," 8,503.72 "," 23,501.24 "," 8,392.29 ", 782.41 , 635.77 ," 11,943.53 ", 714.54 ," 14,798.00 ", 152.00 ," 4,851.12 "," 2,460.90 "," 14,083.46 "," 2,139.92 ",," 32,165.92 ",, 0.09 ,-0.12 ,-0.51 ,-0.21 ,-0.88 ,-0.43 
2012,2,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 41,033.03 "," 6,027.33 "," 12,119.18 "," 8,935.59 "," 24,082.94 "," 8,348.36 ", 870.12 , 938.21 ," 12,560.78 ", 768.23 ," 15,643.87 ", 179.02 ," 4,994.76 "," 2,347.79 "," 14,875.63 "," 2,314.85 "," 35,778.95 "," 34,556.43 ", 0.96583 , 0.01 , 0.72 , 0.33 , 1.23 , 0.56 , 0.71 
2012,3,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 42,449.11 "," 6,202.90 "," 12,807.88 "," 9,521.96 "," 24,561.91 "," 8,782.61 "," 1,155.45 ", 789.14 ," 12,560.42 ", 722.60 ," 15,738.95 ", 157.02 ," 5,507.88 "," 2,389.65 "," 15,016.35 "," 2,455.93 "," 31,558.65 "," 31,558.65 ", 1.00000 , 0.03 , 0.61 , 0.22 , 1.06 , 0.38 , 0.57 
2012,4,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 43,389.65 "," 6,653.14 "," 14,263.30 "," 8,658.68 "," 25,148.63 "," 10,522.34 ", 688.85 , 982.57 ," 14,293.89 ", 753.79 ," 17,763.51 ", 167.69 ," 5,130.21 "," 3,056.91 "," 17,009.72 "," 2,715.84 ",," 40,474.88 ",, 0.02 ,-0.12 ,-0.53 ,-0.20 ,-0.91 ,-0.44 
2013,1,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 44,169.76 "," 6,508.37 "," 14,447.40 "," 8,876.83 "," 25,127.90 "," 9,251.74 "," 1,582.22 ", 290.82 ," 12,740.94 ", 787.86 ," 15,865.10 ", 169.13 ," 4,966.65 "," 3,000.67 "," 15,077.23 "," 2,336.30 ",," 40,291.74 ",, 0.02 ,-0.11 ,-0.53 ,-0.20 ,-0.93 ,-0.44 
2013,2,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 43,336.52 "," 5,912.06 "," 13,068.97 "," 9,155.52 "," 25,305.16 "," 9,010.59 ", 759.49 , 589.07 ," 12,628.13 ", 784.14 ," 15,893.02 ", 154.24 ," 5,084.02 "," 3,192.52 "," 15,108.88 "," 2,480.75 ",," 46,162.00 ",,-0.02 ,-0.12 ,-0.51 ,-0.20 ,-0.88 ,-0.43 
2013,3,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 43,434.68 "," 6,757.49 "," 12,947.48 "," 9,109.78 "," 25,642.59 "," 8,667.96 ", 313.13 , 690.38 ," 12,809.41 ", 738.02 ," 16,172.90 ", 160.64 ," 5,012.31 "," 2,669.02 "," 15,434.88 "," 2,625.48 "," 34,949.77 "," 39,944.73 ", 1.14292 , 0.00 , 0.80 , 0.41 , 1.36 , 0.70 , 0.82 
2013,4,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 45,479.24 "," 6,743.75 "," 14,506.37 "," 9,323.07 "," 26,000.46 "," 10,779.96 ", 442.57 , 893.34 ," 14,783.54 ", 796.33 ," 18,432.76 ", 130.55 ," 4,438.36 "," 2,610.61 "," 17,636.43 "," 2,852.89 "," 40,474.88 "," 44,465.50 ", 1.09859 , 0.05 , 0.88 , 0.45 , 1.54 , 0.79 , 0.92 
2014,1,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 44,836.66 "," 6,606.66 "," 13,753.67 "," 8,997.05 "," 26,001.75 "," 9,552.40 ", 383.10 , 294.64 ," 13,388.74 ", 830.13 ," 16,701.01 ", 136.53 ," 4,192.89 "," 1,846.44 "," 15,870.88 "," 2,482.14 "," 40,291.74 "," 36,831.28 ", 0.91411 ,-0.01 , 0.73 , 0.31 , 1.26 , 0.54 , 0.71 
2014,2,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 44,737.30 "," 6,458.28 "," 14,849.41 "," 7,469.69 "," 26,096.35 "," 8,977.85 ", 499.56 , 406.61 ," 13,669.61 ", 859.13 ," 17,199.66 ", 94.46 ," 3,936.55 "," 1,714.94 "," 16,340.53 "," 2,670.92 ",," 43,752.20 ",,-0.00 ,-0.09 ,-0.50 ,-0.15 ,-0.86 ,-0.40 
2014,3,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 45,458.16 "," 7,286.09 "," 15,588.70 "," 6,993.02 "," 26,498.14 "," 9,888.87 ", 398.30 , 678.95 ," 13,618.41 ", 834.57 ," 17,167.68 ", 121.95 ," 3,499.95 "," 1,704.79 "," 16,333.11 "," 2,714.70 ",," 45,670.40 ",, 0.02 ,-0.08 ,-0.50 ,-0.13 ,-0.85 ,-0.39 
2014,4,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 46,090.42 "," 7,024.81 "," 16,007.85 "," 6,713.42 "," 26,822.22 "," 11,746.36 ", 793.16 , 789.91 ," 16,390.13 ", 928.69 ," 20,305.18 ", 140.13 ," 3,245.53 "," 2,081.63 "," 19,376.50 "," 2,986.37 "," 34,686.95 "," 40,773.70 ", 1.17548 , 0.01 , 0.81 , 0.39 , 1.40 , 0.67 , 0.82 
2015,1,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 45,689.10 "," 6,663.69 "," 15,565.68 "," 6,224.96 "," 26,847.79 "," 9,588.47 ", 428.50 , 476.88 ," 14,679.29 ", 927.38 ," 18,295.84 ", 108.21 ," 2,668.64 "," 2,239.24 "," 17,368.46 "," 2,689.17 "," 37,053.55 "," 44,484.78 ", 1.20055 ,-0.01 , 0.92 , 0.50 , 1.56 , 0.85 , 0.95 
2015,2,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 45,691.25 "," 6,920.69 "," 15,160.70 "," 6,591.10 "," 27,330.71 "," 9,943.67 ", 512.67 ," 1,029.53 "," 15,152.72 ", 822.25 ," 19,098.40 ", 149.77 ," 3,937.67 "," 1,837.30 "," 18,276.16 "," 3,123.43 "," 46,162.00 "," 43,019.63 ", 0.93193 , 0.00 , 0.86 , 0.47 , 1.43 , 0.78 , 0.88 
2015,3,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 47,328.97 "," 7,776.84 "," 16,672.66 "," 6,124.97 "," 27,911.83 "," 10,655.97 ", 364.57 , 919.89 ," 15,348.57 ", 943.91 ," 19,255.76 ", 111.59 ," 3,547.86 "," 2,102.62 "," 18,311.85 "," 2,963.28 ",," 42,460.55 ",, 0.04 ,-0.07 ,-0.48 ,-0.13 ,-0.82 ,-0.38 
2015,4,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 49,154.50 "," 7,494.80 "," 18,032.20 "," 6,032.86 "," 28,141.85 "," 12,934.62 "," 2,047.94 ", 434.43 ," 17,887.61 ", 984.94 ," 21,997.86 ", 172.95 ," 3,366.17 "," 2,207.73 "," 21,012.92 "," 3,125.31 ",," 44,282.36 ",, 0.04 ,-0.07 ,-0.49 ,-0.12 ,-0.86 ,-0.38 
2016,1,GRUPO COMERCIAL CHEDRAUI  S.A.B DE C.V.,CHEDRAUI,GPO. COMMERCIAL CHEDRAUI,5399," 452,910.00 "," 48,356.45 "," 7,489.41 "," 17,089.14 "," 5,650.55 "," 28,292.39 "," 10,834.78 ", 450.22 , 487.66 ," 16,461.89 "," 1,007.27 "," 20,580.73 ", 120.63 ," 3,046.79 ", 952.23 ," 19,573.46 "," 3,111.57 ",," 52,996.17 ",,-0.02 ,-0.06 ,-0.47 ,-0.11 ,-0.80 ,-0.36 
