Anio,Trimestre,Empresa,NombreCorto,NombreLargo,SIC, NAICS , Activos , Inventarios , PasivoCirc , PasivoLP , PPE , CPP , Efectivo , GC , CBV , UOAD , Ventas , IGR , Deuda , CPC , GO , GVGA , Precio_Accion , mkt_capital , No_Acciones , growth_Activos , q_1 , q_2 , q_3 , q_4 , q_5 
2011,1,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 2,323.24 ", 272.27 , 635.57 , 130.39 ," 1,475.99 ", 190.36 , 64.15 , 13.54 , 523.14 , 8.33 , 719.35 , 6.05 , 130.39 , 403.53 , 711.01 , 187.88 ," 1,927.83 "," 1,474.35 ", 0.76477 , -   , 0.58 , 0.30 , 0.91 , 0.48 , 0.57 
2011,2,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 2,290.88 ", 278.13 , 624.73 , 124.68 ," 1,456.83 ", 185.56 , 52.48 , 14.82 , 523.82 , 5.17 , 711.09 , 5.61 , 124.68 , 389.85 , 705.92 , 182.10 ," 1,455.44 "," 1,512.15 ", 1.03896 ,-0.01 , 0.61 , 0.33 , 0.95 , 0.52 , 0.60 
2011,3,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 2,491.75 ", 321.64 , 751.64 , 126.91 ," 1,498.61 ", 230.88 , 80.95 , 14.25 , 619.92 , 32.06 , 853.39 , 6.27 , 126.91 , 472.23 , 821.33 , 201.41 , 918.89 ," 1,474.35 ", 1.60448 , 0.09 , 0.54 , 0.24 , 0.90 , 0.40 , 0.52 
2012,2,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 2,718.73 ", 417.21 , 794.40 , 236.82 ," 1,534.35 ", 221.58 , 17.54 , 14.17 ,-191.53 , 75.29 ,-312.39 ,-3.90 , 99.86 , 525.31 ,-387.68 ,-196.15 ," 1,937.28 "," 1,455.44 ", 0.75128 , 0.09 , 0.50 , 0.16 , 0.88 , 0.28 , 0.45 
2012,3,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 2,773.19 ", 398.26 , 799.82 , 225.04 ," 1,481.10 ", 201.95 , 31.15 , 12.70 , 816.88 , 117.60 ," 1,069.01 ", 5.28 , 89.81 , 557.69 , 951.41 , 134.53 ," 1,323.13 "," 1,323.13 ", 1.00000 , 0.02 , 0.44 , 0.11 , 0.83 , 0.20 , 0.40 
2012,4,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 2,805.18 ", 405.69 , 809.96 , 226.14 ," 1,473.78 ", 211.32 , 23.00 , 24.38 , 783.88 , 26.63 ," 1,058.14 ", 3.60 , 99.44 , 521.13 ," 1,031.51 ", 247.63 ," 1,084.29 "," 1,587.76 ", 1.46432 , 0.01 , 0.53 , 0.20 , 1.01 , 0.37 , 0.53 
2013,1,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 2,802.05 ", 336.29 , 803.70 , 220.72 ," 1,421.69 ", 191.25 , 46.12 , 78.34 , 745.31 , 51.12 , 995.33 , 3.84 , 93.01 , 552.46 , 944.22 , 198.91 ," 1,069.26 "," 1,587.76 ", 1.48492 ,-0.00 , 0.53 , 0.20 , 1.05 , 0.40 , 0.55 
2013,2,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 2,976.59 ", 400.10 , 812.64 , 314.95 ," 1,513.82 ", 224.84 , 22.29 , 99.06 , 727.23 , 47.69 , 991.95 , 2.50 , 188.41 , 604.03 , 944.27 , 217.03 , 84.37 ," 1,512.15 ", 17.92252 , 0.06 , 0.44 , 0.13 , 0.87 , 0.25 , 0.43 
2013,3,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 3,126.20 ", 450.69 , 915.49 , 320.03 ," 1,589.34 ", 291.06 , 26.26 , 32.67 , 812.59 , 47.93 ," 1,078.28 ", 3.71 , 193.23 , 591.82 ," 1,030.35 ", 217.76 ," 1,948.62 "," 1,502.70 ", 0.77116 , 0.05 , 0.42 , 0.09 , 0.82 , 0.17 , 0.37 
2013,4,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 3,069.79 ", 441.97 , 795.29 , 358.77 ," 1,617.84 ", 207.85 , 34.69 , 123.98 , 793.66 , 57.26 ," 1,070.82 ", 3.61 , 223.50 , 591.44 ," 1,013.56 ", 219.91 ," 1,587.76 "," 1,786.23 ", 1.12500 ,-0.02 , 0.51 , 0.21 , 0.97 , 0.39 , 0.52 
2014,1,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 3,210.67 ", 449.45 , 890.55 , 377.34 ," 1,605.82 ", 203.85 , 19.76 , 11.54 , 774.91 , 39.15 ," 1,030.89 ", 4.45 , 116.43 , 665.29 , 991.75 , 216.84 ," 1,587.76 "," 1,776.77 ", 1.11905 , 0.05 , 0.52 , 0.16 , 1.03 , 0.32 , 0.51 
2014,2,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 3,251.02 ", 435.16 , 915.45 , 372.68 ," 1,634.11 ", 237.67 , 36.71 , 49.75 , 802.32 , 38.94 ," 1,063.56 ", 3.89 , 107.42 , 691.30 ," 1,024.62 ", 222.30 ," 1,059.23 "," 1,776.77 ", 1.67742 , 0.01 , 0.51 , 0.15 , 1.02 , 0.30 , 0.50 
2014,3,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 3,457.09 ", 467.07 ," 1,011.41 ", 378.49 ," 1,598.78 ", 302.83 , 19.05 , 19.84 , 930.45 , 99.24 ," 1,189.09 ", 3.33 , 117.92 , 767.30 ," 1,089.85 ", 159.40 , 132.82 ," 1,776.77 ", 13.37709 , 0.06 , 0.48 , 0.11 , 1.04 , 0.24 , 0.47 
2014,4,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 3,703.05 ", 592.74 ," 1,122.77 ", 375.84 ," 1,666.19 ", 347.59 , 16.35 , 32.80 , 942.98 , 35.19 ," 1,210.08 ", 4.02 , 116.38 , 683.34 ," 1,174.89 ", 231.91 ," 1,946.73 "," 1,757.87 ", 0.90299 , 0.07 , 0.44 , 0.07 , 0.99 , 0.16 , 0.41 
2015,1,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 3,723.66 ", 538.07 ," 1,136.62 ", 336.78 ," 1,683.21 ", 263.38 , 35.62 , 33.68 ," 1,030.35 ", 67.98 ," 1,337.70 ", 4.76 , 107.56 , 799.43 ," 1,269.72 ", 239.37 ," 1,956.18 "," 1,746.53 ", 0.89283 , 0.01 , 0.44 , 0.07 , 0.97 , 0.16 , 0.41 
2015,2,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 3,916.74 ", 587.70 ," 1,254.25 ", 322.30 ," 1,707.55 ", 308.74 , 16.88 , 28.34 ," 1,057.71 ", 84.51 ," 1,398.04 ", 5.78 , 98.60 , 867.78 ," 1,313.52 ", 255.81 ," 1,512.15 "," 1,738.97 ", 1.15000 , 0.05 , 0.42 , 0.04 , 0.96 , 0.10 , 0.38 
2015,3,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 4,329.17 ", 715.34 ," 1,478.24 ", 310.54 ," 1,847.27 ", 411.93 , 29.79 , 98.61 ," 1,208.17 ", 124.99 ," 1,610.22 ", 4.95 , 93.73 , 926.68 ," 1,485.23 ", 277.06 ," 1,077.61 "," 1,738.97 ", 1.61373 , 0.11 , 0.38 ,-0.01 , 0.89 ,-0.03 , 0.31 
2015,4,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 4,220.71 ", 639.61 ," 1,289.23 ", 283.59 ," 2,095.58 ", 233.22 , 17.88 , 234.00 ," 1,091.54 ", 88.62 ," 1,514.90 ", 5.96 , 84.17 , 882.08 ," 1,426.28 ", 334.74 , 171.25 ," 1,737.08 ", 10.14361 ,-0.03 , 0.39 , 0.04 , 0.79 , 0.08 , 0.32 
2016,1,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 4,028.11 ", 510.70 ," 1,081.95 ", 274.54 ," 2,062.06 ", 255.92 , 182.43 , 46.02 ," 1,144.68 ", 97.87 ," 1,580.67 ", 6.50 , 76.02 , 896.11 ," 1,482.80 ", 338.12 , 192.13 ," 1,738.97 ", 9.05088 ,-0.05 , 0.41 , 0.09 , 0.81 , 0.19 , 0.37 
2016,2,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 4,389.65 ", 658.46 ," 1,176.25 ", 335.94 ," 2,178.16 ", 324.79 , 228.57 , 59.11 ," 1,152.06 ", 153.86 ," 1,659.06 ", 5.14 , 140.82 , 961.95 ," 1,505.20 ", 353.14 ," 2,041.23 "," 1,737.08 ", 0.85100 , 0.09 , 0.36 , 0.05 , 0.73 , 0.10 , 0.31 
2016,3,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 4,689.61 ", 722.54 ," 1,308.81 ", 320.65 ," 2,321.66 ", 370.37 , 287.13 , 133.19 ," 1,271.14 ", 167.35 ," 1,786.57 ", 5.55 , 133.22 , 977.04 ," 1,619.21 ", 348.07 ," 1,502.70 "," 1,737.08 ", 1.15597 , 0.07 , 0.34 , 0.02 , 0.69 , 0.05 , 0.28 
2016,4,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 4,872.11 ", 696.03 ," 1,195.58 ", 392.39 ," 2,492.79 ", 272.29 , 241.07 , 96.73 ," 1,286.59 ", 180.16 ," 1,852.45 ",-0.21 , 204.52 ," 1,021.57 "," 1,672.29 ", 385.70 ," 1,077.61 "," 1,795.53 ", 1.66621 , 0.04 , 0.33 , 0.04 , 0.64 , 0.08 , 0.27 
2017,1,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 4,840.99 ", 617.36 ," 1,302.23 ", 364.82 ," 2,417.29 ", 333.13 , 225.57 , 112.64 ," 1,242.63 ", 161.99 ," 1,761.26 ", 12.83 , 208.68 ," 1,148.30 "," 1,599.28 ", 356.65 ," 1,002.43 "," 1,927.83 ", 1.92316 ,-0.01 , 0.36 , 0.05 , 0.71 , 0.11 , 0.31 
2017,2,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 4,610.39 ", 658.04 ," 1,090.52 ", 330.42 ," 2,375.07 ", 309.00 , 177.97 , 48.82 ," 1,151.07 ", 143.61 ," 1,656.54 ", 9.45 , 193.33 , 966.92 ," 1,512.93 ", 361.86 , 258.96 ," 1,937.28 ", 7.48095 ,-0.05 , 0.38 , 0.11 , 0.73 , 0.22 , 0.36 
2017,3,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 4,722.11 ", 644.52 ," 1,149.94 ", 304.96 ," 2,358.80 ", 326.80 , 225.90 , 60.97 ," 1,181.97 ", 126.51 ," 1,652.21 ", 4.07 , 189.23 ," 1,029.59 "," 1,525.70 ", 343.73 ," 2,553.43 "," 1,948.62 ", 0.76314 , 0.02 , 0.37 , 0.10 , 0.75 , 0.21 , 0.36 
2017,4,"ACCEL, S.A.B. DE C.V.",ACCEL,ACCEL,2000, 311.00 ," 4,910.92 ", 664.20 , 995.00 , 336.04 ," 2,547.58 ", 280.48 , 202.64 , 82.00 ," 1,243.67 ", 198.18 ," 1,767.18 ",-7.15 , 203.82 ," 1,025.40 "," 1,569.01 ", 325.34 ," 1,786.23 "," 1,946.73 ", 1.08986 , 0.04 , 0.35 , 0.13 , 0.68 , 0.24 , 0.35 
2007,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 94,388.33 "," 11,081.15 "," 30,376.63 "," 16,434.06 "," 47,835.03 "," 14,190.63 "," 8,712.94 ",,,,,," 16,434.06 "," 17,486.17 ",,," 92,835.98 "," 47,577.72 ", 0.51249 , 18.22 , 0.33 , 0.01 , 0.65 , 0.02 , 0.25 
2007,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 96,574.86 "," 11,700.37 "," 31,847.75 "," 15,802.24 "," 49,159.24 "," 14,193.86 "," 8,619.45 ",," 24,081.98 "," 1,845.61 "," 29,128.04 ", 747.84 ," 15,802.24 "," 16,527.71 "," 27,282.44 "," 3,200.46 "," 33,759.84 "," 41,449.86 ", 1.22779 , 0.02 , 0.27 ,-0.06 , 0.52 ,-0.13 , 0.15 
2007,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 99,330.51 "," 13,026.20 "," 24,016.45 "," 24,549.67 "," 50,996.58 "," 14,907.24 "," 8,534.63 ",," 23,239.35 "," 1,689.79 "," 28,356.67 ", 587.70 ," 24,549.67 "," 15,954.19 "," 26,666.88 "," 3,427.53 "," 5,993.02 "," 39,657.44 ", 6.61727 , 0.03 , 0.15 ,-0.09 , 0.30 ,-0.17 , 0.05 
2008,1,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 101,015.60 "," 13,567.43 "," 24,672.58 "," 24,709.13 "," 51,080.17 "," 14,463.18 "," 9,077.55 ",," 24,761.81 "," 1,702.55 "," 29,710.08 ", 595.36 ," 24,709.13 "," 16,456.19 "," 28,007.53 "," 3,245.72 "," 8,384.40 "," 39,775.07 ", 4.74394 , 0.02 , 0.15 ,-0.10 , 0.29 ,-0.19 , 0.04 
2008,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 100,476.17 "," 13,258.38 "," 24,463.27 "," 24,401.06 "," 50,554.54 "," 14,117.88 "," 8,958.67 ",," 25,103.61 "," 1,761.50 "," 30,234.72 ", 677.34 ," 24,401.06 "," 17,030.76 "," 28,473.22 "," 3,369.61 "," 161,193.34 "," 41,298.63 ", 0.25621 ,-0.01 , 0.17 ,-0.08 , 0.33 ,-0.15 , 0.07 
2008,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 103,882.74 "," 13,766.54 "," 29,531.21 "," 26,122.35 "," 50,509.57 "," 14,900.86 "," 10,089.25 "," 1,204.42 "," 24,465.40 "," 1,431.45 "," 29,124.92 ", 746.82 ," 26,122.35 "," 17,415.97 "," 27,693.46 "," 3,228.07 "," 77,104.70 "," 27,547.36 ", 0.35727 , 0.03 , 0.01 ,-0.27 , 0.03 ,-0.56 ,-0.20 
2008,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 110,970.01 "," 13,281.03 "," 38,746.12 "," 30,547.06 "," 54,532.28 "," 13,686.42 "," 7,209.86 ",," 22,487.84 ", 945.07 ," 27,120.72 "," 1,042.63 "," 30,547.06 "," 17,385.49 "," 26,175.66 "," 3,687.81 "," 40,038.33 "," 16,530.33 ", 0.41286 , 0.07 ,-0.13 ,-0.48 ,-0.26 ,-0.97 ,-0.46 
2009,1,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 109,456.03 "," 12,346.39 "," 35,284.46 "," 34,433.20 "," 54,269.81 "," 12,510.66 "," 8,621.92 ", 701.62 ," 21,454.81 "," 1,706.50 "," 26,580.55 "," 1,409.05 "," 34,433.20 "," 17,731.99 "," 24,874.05 "," 3,419.24 "," 45,309.18 "," 12,278.87 ", 0.27100 ,-0.01 ,-0.20 ,-0.52 ,-0.41 ,-1.06 ,-0.55 
2009,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 104,681.62 "," 10,969.54 "," 35,910.01 "," 29,316.75 "," 52,997.81 "," 12,013.95 "," 10,923.56 ",," 22,329.98 "," 2,299.35 "," 28,084.40 ", 936.72 ," 29,316.75 "," 17,341.73 "," 25,785.05 "," 3,455.06 "," 9,967.14 "," 20,658.71 ", 2.07268 ,-0.04 ,-0.08 ,-0.43 ,-0.16 ,-0.84 ,-0.38 
2009,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 110,689.82 "," 11,337.39 "," 30,384.07 "," 34,869.67 "," 56,158.89 "," 13,599.77 "," 11,664.34 ",," 23,872.38 "," 2,378.68 "," 29,917.36 "," 1,324.84 "," 34,869.67 "," 18,939.66 "," 27,538.69 "," 3,666.31 "," 154,946.33 "," 36,495.38 ", 0.23554 , 0.06 , 0.01 ,-0.26 , 0.03 ,-0.51 ,-0.18 
2009,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 108,088.67 "," 11,254.00 "," 26,377.79 "," 37,243.89 "," 54,732.99 "," 14,532.48 "," 11,486.50 ",," 24,569.54 "," 2,377.78 "," 31,049.71 ", 795.21 ," 37,243.89 "," 17,738.80 "," 28,671.94 "," 4,102.40 "," 79,561.62 "," 46,665.31 ", 0.58653 ,-0.02 , 0.09 ,-0.16 , 0.17 ,-0.31 ,-0.05 
2010,1,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 103,094.09 "," 11,857.87 "," 25,615.56 "," 35,385.28 "," 51,898.52 "," 14,231.81 "," 8,694.18 ", 501.78 ," 26,132.90 "," 2,335.59 "," 32,287.38 ", 964.34 ," 35,385.29 "," 18,212.46 "," 29,951.79 "," 3,818.89 "," 95,463.95 "," 52,568.77 ", 0.55067 ,-0.05 , 0.17 ,-0.08 , 0.33 ,-0.16 , 0.06 
2010,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 102,631.69 "," 12,071.50 "," 27,690.64 "," 33,176.44 "," 51,163.51 "," 14,668.60 "," 8,749.18 ", 673.34 ," 27,070.40 "," 2,792.05 "," 33,655.67 ", 925.07 ," 33,176.43 "," 19,036.41 "," 30,863.62 "," 3,793.21 "," 47,577.72 "," 52,239.50 ", 1.09798 ,-0.00 , 0.19 ,-0.08 , 0.37 ,-0.17 , 0.08 
2010,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 113,130.97 "," 13,584.61 "," 28,050.91 "," 40,847.59 "," 52,241.05 "," 14,797.72 "," 8,935.17 ", 850.54 ," 27,522.18 "," 2,764.39 "," 34,207.91 "," 1,070.50 "," 40,847.59 "," 19,820.53 "," 31,443.53 "," 3,921.35 "," 9,061.04 "," 52,298.84 ", 5.77184 , 0.10 , 0.10 ,-0.15 , 0.22 ,-0.32 ,-0.04 
2010,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 112,254.68 "," 14,653.35 "," 28,256.72 "," 39,741.92 "," 52,096.32 "," 15,847.68 "," 8,495.22 "," 1,461.53 "," 29,422.35 "," 2,866.13 "," 36,243.61 ", 842.30 ," 39,741.92 "," 18,079.56 "," 33,377.48 "," 3,955.13 "," 131,596.85 "," 66,524.15 ", 0.50551 ,-0.01 , 0.24 ,-0.01 , 0.51 ,-0.03 , 0.18 
2011,1,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 125,085.58 "," 15,949.51 "," 33,598.27 "," 45,209.45 "," 56,127.96 "," 19,181.86 "," 8,794.91 "," 1,319.17 "," 34,600.89 "," 3,500.31 "," 42,233.03 ", 775.35 ," 45,209.45 "," 23,887.46 "," 38,732.72 "," 4,131.82 "," 140,301.70 "," 82,695.81 ", 0.58941 , 0.11 , 0.30 , 0.03 , 0.67 , 0.07 , 0.27 
2011,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 125,061.39 "," 18,398.44 "," 34,402.61 "," 43,788.55 "," 55,816.15 "," 20,771.73 "," 6,651.88 "," 1,069.74 "," 36,549.67 "," 3,771.60 "," 44,257.42 ", 854.15 ," 43,788.55 "," 23,804.04 "," 40,485.82 "," 3,936.15 "," 110,231.61 "," 92,835.98 ", 0.84219 ,-0.00 , 0.39 , 0.12 , 0.88 , 0.26 , 0.41 
2011,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 139,857.90 "," 20,139.11 "," 40,077.34 "," 51,773.90 "," 61,610.47 "," 22,367.82 "," 11,256.02 "," 1,328.59 "," 39,367.90 "," 3,950.86 "," 47,922.98 "," 1,048.86 "," 51,773.91 "," 25,554.53 "," 43,972.12 "," 4,604.22 "," 41,449.86 "," 77,104.70 ", 1.86019 , 0.12 , 0.18 ,-0.11 , 0.41 ,-0.24 , 0.06 
2011,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 138,561.59 "," 20,576.81 "," 35,776.07 "," 54,099.52 "," 63,261.66 "," 20,254.02 "," 9,031.34 "," 2,482.14 "," 40,042.96 "," 3,551.75 "," 48,349.99 "," 1,136.04 "," 54,099.52 "," 24,342.32 "," 44,798.23 "," 4,755.28 "," 9,843.58 "," 79,561.62 ", 8.08259 ,-0.01 , 0.18 ,-0.07 , 0.40 ,-0.16 , 0.09 
2012,1,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 145,208.81 "," 20,335.13 "," 36,855.18 "," 61,075.07 "," 71,819.31 "," 20,505.13 "," 8,578.74 "," 1,426.26 "," 40,672.00 "," 4,173.80 "," 49,611.60 ", 894.00 ," 48,975.77 "," 23,909.41 "," 45,437.80 "," 4,765.80 "," 9,084.57 "," 95,463.95 ", 10.50836 , 0.05 , 0.32 ,-0.02 , 0.65 ,-0.03 , 0.23 
2012,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 161,613.39 "," 21,931.29 "," 36,461.51 "," 64,429.75 "," 74,473.59 "," 20,954.93 "," 14,811.86 "," 1,746.85 "," 42,260.75 "," 4,562.12 "," 51,568.31 ", 138.74 ," 51,752.43 "," 26,015.92 "," 47,006.19 "," 4,745.44 "," 132,211.31 "," 110,231.61 ", 0.83375 , 0.11 , 0.36 , 0.06 , 0.79 , 0.13 , 0.33 
2012,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 153,149.33 "," 20,522.25 "," 34,600.10 "," 57,413.85 "," 72,740.98 "," 19,169.45 "," 12,473.53 "," 1,739.84 "," 42,069.09 "," 4,271.52 "," 50,936.51 ", 522.04 ," 45,762.65 "," 25,545.39 "," 46,664.99 "," 4,595.90 "," 122,520.82 "," 122,520.82 ", 1.00000 ,-0.05 , 0.50 , 0.20 , 1.06 , 0.42 , 0.54 
2012,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 153,858.34 "," 21,727.73 "," 33,631.88 "," 59,449.11 "," 74,067.94 "," 19,868.44 "," 13,660.74 "," 2,442.07 "," 39,596.51 "," 3,297.24 "," 48,050.29 ", 604.82 ," 47,175.28 "," 21,903.18 "," 44,753.05 "," 5,156.54 "," 39,657.44 "," 140,897.48 ", 3.55286 , 0.00 , 0.61 , 0.31 , 1.27 , 0.65 , 0.71 
2013,1,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 150,113.38 "," 21,327.74 "," 34,308.92 "," 56,236.84 "," 71,117.05 "," 19,481.36 "," 11,474.34 "," 1,559.17 "," 41,133.91 "," 4,170.15 "," 49,823.97 ", 474.50 ," 44,937.54 "," 24,067.57 "," 45,653.82 "," 4,519.91 "," 39,775.07 "," 155,203.36 ", 3.90203 ,-0.02 , 0.73 , 0.43 , 1.55 , 0.91 , 0.91 
2013,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 157,057.81 "," 22,000.51 "," 38,007.99 "," 56,702.82 "," 73,310.87 "," 21,818.26 "," 11,733.41 "," 1,887.98 "," 41,281.95 "," 2,316.99 "," 50,877.15 ", 374.96 ," 46,050.38 "," 24,904.69 "," 48,560.16 "," 7,278.21 "," 12,326.54 "," 160,651.70 ", 13.03299 , 0.05 , 0.73 , 0.42 , 1.56 , 0.90 , 0.90 
2013,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 160,724.05 "," 22,619.18 "," 42,767.34 "," 52,478.41 "," 73,113.48 "," 21,228.93 "," 13,071.93 "," 2,080.21 "," 42,757.53 "," 4,373.50 "," 52,477.18 ", 392.99 ," 42,154.72 "," 26,073.29 "," 48,103.68 "," 5,346.15 "," 116,935.19 "," 181,427.40 ", 1.55152 , 0.02 , 0.87 , 0.54 , 1.90 , 1.18 , 1.12 
2013,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 165,390.24 "," 22,691.59 "," 42,700.17 "," 57,521.06 "," 73,974.30 "," 20,933.85 "," 11,902.08 "," 2,236.42 "," 41,655.27 "," 3,224.43 "," 50,277.50 ", 532.48 ," 46,931.97 "," 23,563.65 "," 47,053.07 "," 5,397.80 "," 140,897.48 "," 188,318.35 ", 1.33656 , 0.03 , 0.85 , 0.53 , 1.91 , 1.19 , 1.12 
2014,1,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 181,747.42 "," 22,072.71 "," 41,535.97 "," 73,534.85 "," 73,885.27 "," 22,196.79 "," 22,025.68 "," 1,649.72 "," 42,528.44 "," 3,885.79 "," 51,548.40 ", 390.62 ," 61,853.35 "," 27,153.64 "," 47,662.61 "," 5,134.17 "," 155,203.36 "," 169,805.35 ", 1.09408 , 0.10 , 0.59 , 0.30 , 1.46 , 0.74 , 0.77 
2014,2,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 221,330.88 "," 29,995.16 "," 56,644.14 "," 91,677.36 "," 84,174.46 "," 31,507.13 "," 27,593.04 "," 1,889.03 "," 42,687.72 "," 4,351.98 "," 52,326.30 ", 362.30 ," 74,369.47 "," 29,131.59 "," 47,974.32 "," 5,286.61 "," 41,298.63 "," 184,667.18 ", 4.47151 , 0.22 , 0.50 , 0.16 , 1.31 , 0.43 , 0.60 
2014,3,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 220,405.99 "," 30,994.83 "," 55,564.30 "," 91,679.73 "," 84,854.65 "," 31,888.47 "," 14,367.19 "," 2,479.27 "," 49,686.05 "," 4,607.45 "," 61,130.76 "," 2,114.53 "," 75,649.52 "," 27,326.96 "," 56,523.31 "," 6,837.27 "," 15,430.99 "," 236,032.97 ", 15.29603 ,-0.00 , 0.73 , 0.40 , 1.89 , 1.05 , 1.02 
2014,4,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 232,540.48 "," 30,758.17 "," 62,115.42 "," 101,504.08 "," 93,907.66 "," 35,167.05 "," 16,669.30 "," 2,958.53 "," 52,802.23 "," 4,040.96 "," 63,880.11 ", 857.27 ," 82,327.18 "," 30,232.56 "," 59,839.15 "," 7,036.91 "," 109,291.50 "," 169,130.43 ", 1.54752 , 0.06 , 0.37 , 0.02 , 0.92 , 0.06 , 0.35 
2015,1,"ALFA, S.A.B. DE C.V.",ALFA,ALFA,2860," 325,110.00 "," 236,457.89 "," 30,388.73 "," 68,758.60 "," 101,701.59 "," 93,446.84 "," 33,101.28 "," 22,883.75 "," 2,760.90 "," 48,937.63 "," 4,443.47 "," 61,041.27 "," 1,210.99 "," 82,684.97 "," 30,394.31 "," 56,597.80 "," 7,660.17 "," 117,733.54 "," 158,142.60 ", 1.34322 , 0.02 , 0.32 ,-0.05 , 0.81 ,-0.13 , 0.24 
