Empresa,Nombre_Corto,Fecha,Anio,Trimestre,Activos,Inventarios,Pasivo_Circulante,PasivoLP,UOAD,PPE,CPP,Efectivo,GC,CBV,Ventas,IGR,Deuda,CPC,GO,GVGA,Precio_Acciones
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,2Q2011,2011,2,15931.095,11771.438,2718.339,1955.121,320.3940125,566.314,616.286,1217.697,15.0909996,1205.255981,1921.670044,19.52099991,1955.121094,1004.79303,1601.276001,396.0200195,6.575555556
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,3Q2011,2011,3,16132.95,12157.551,2874.84,1823.088,164.3930054,544.525,503.551,1213.871,17.92499924,1088.796021,1554.616943,14.95600033,1823.088013,901.7990112,1390.223877,301.4278564,5.166
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,4Q2011,2011,4,16055.26,12424.226,2720.557,1932.324,172.6390076,521.098,463.192,1086.335,-7.454999924,1188.310059,1678.525024,4.043000221,1932.323975,744.2150269,1505.885986,317.5759277,3.805806452
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,1Q2012,2012,1,15915.267,12186.358,2143.633,4454.688,254.5919952,478.807,517.177,1234.522,7.012000084,1222.238037,1750.657959,12.13000011,2427.296875,767.2319946,1496.065918,273.8278809,4.227142857
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,2Q2012,2012,2,15987.937,12320.375,2267.339,4251.477,198.5480042,455.764,405.015,1247.225,9.451999664,1108.332031,1568.774048,9.579000473,2225.37793,666.1589966,1370.226074,261.894043,4.167903226
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,3Q2012,2012,3,16509.633,12459.406,2681.276,4237.998,163.0410004,439.813,444.067,1661.152,12.98799992,1115.484009,1564.493042,12.12800026,2299.824951,652.315979,1401.452026,285.9680176,3.992307692
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,4Q2012,2012,4,16471.152,12406.262,2726.319,4060.168,126.5439987,413.72,326.496,1616.726,3.943000078,1199.600952,1630.046021,8.892000198,2086.075928,766.3740234,1503.502075,303.901123,4.037741935
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,1Q2013,2013,1,16426.291,12392.141,2827.148,3750.612,166.7330017,407.584,422.288,1425.098,20.85099983,1057.582031,1468.897949,7.448999882,1826.633057,897.6449585,1302.164917,244.5828857,4.729152542
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,2Q2013,2013,2,16070.833,12427.561,2630.504,3461.357,187.8090057,352.175,460.007,1039.465,2.605999947,1196.265015,1653.578979,6.051000118,1544.635986,963.9869995,1465.77002,269.5050049,4.46546875
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,3Q2013,2013,3,15998.547,12713.452,1827.376,4099.722,116.0530014,329.201,486.843,730.672,1.73300004,979.7089844,1325.69104,18.21800041,2193.904053,942.6829834,1209.638062,229.9290771,5.220461538
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,4Q2013,2013,4,15676.103,12742.415,1550.462,3942.253,59.11999893,311.275,358.783,643.265,-1.58099997,950.5020142,1287.574951,-6.967999935,2046.814941,760.4730225,1228.454956,277.9529419,5.216031746
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,1Q2014,2014,1,15802.459,12502.462,1649.684,3776.699,167.1049957,291.572,383.85,965.88,1.407999992,1093.373047,1473.619019,2.757999897,1908.831055,818.28302,1306.514038,213.1409912,5.330655738
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,2Q2014,2014,2,15823.033,12412.655,1641.76,3724.253,101.3069992,274.506,404.352,1170.463,6.309000015,1032.491943,1388.18396,6.961999893,1864.464966,737.8339844,1286.876953,254.3850098,5.886129032
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,3Q2014,2014,3,16169.346,12541.663,1825.372,3752.486,170.8000031,254.787,525.96,1120.029,0.875,1219.265991,1642.375977,3.04399991,1903.155029,969.3259888,1471.575928,252.3099365,6.148
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,4Q2014,2014,4,16275.714,12911.98,1961.47,3575.734,173.9210052,242.158,676.908,1075.619,8.380000114,1211.005981,1701.967041,4.584000111,1733.743042,863.3380127,1528.046021,317.0400391,6.295714286
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,1Q2015,2015,1,16265.276,12884.412,1894.532,3490.441,192.9839935,230.146,618.882,1064.974,7.100999832,1225.516968,1669.671997,2.773999929,1642.182007,840.4329834,1476.687988,251.1710205,6.551639344
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,2Q2015,2015,2,16462.049,13178.797,2072.732,3370.603,190.7299957,224.668,717.431,1152.421,13.81700039,1248.234009,1709.910034,4.65500021,1521.01001,673.7520142,1519.180054,270.9460449,6.389032258
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,3Q2015,2015,3,16940.286,13372.599,2064.444,3713.352,191.7590027,226.344,686.621,1394.845,22.49600029,1257.878052,1715.947998,4.718999863,1821.390991,731.3319702,1524.188965,266.3109131,6.153230769
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,4Q2015,2015,4,16828.118,13438.294,1935.055,3667.809,199.5700073,229.836,514.872,1444.016,16.14800072,1262.75,1747.677002,5.653999805,1738.803955,484.8829956,1548.106934,285.3569336,6.210634921
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,1Q2016,2016,1,16932.833,13452.964,1932.088,3601.058,197.3730011,226.163,524.649,1413.896,13.02799988,1243.703979,1697.176025,2.704999924,1640.718994,512.2689819,1499.802979,256.098999,5.764
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,2Q2016,2016,2,17528.68,13459.079,2147.016,3786.457,237.6829987,223.785,663.482,1680.008,11.43599987,1396.302979,1903.682007,3.973999977,1826.600952,560.0570068,1665.999023,269.6960449,6.627076923
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,3Q2016,2016,3,18085.673,13801.916,2508.681,3822.316,223.7429962,222.956,766.531,1725.819,11.92599964,1427.123047,1960.416016,11.15499973,1827.494019,673.7780151,1736.672974,309.5499268,6.831846154
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,4Q2016,2016,4,18240.239,14132.943,2288.47,4088.952,255.6089935,221.46,773.487,1786.637,14,1498.698975,2071.205078,15.31900024,1969.551025,513.2319946,1815.596069,316.8970947,6.99983871
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,1Q2017,2017,1,18279.873,14141.56,2414.661,3857.271,196.9980011,211.871,673.459,1814.722,2.961999893,1282.266968,1754.709961,10.80099964,1756.472046,601.8779907,1557.711914,275.4449463,6.413333333
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,2Q2017,2017,2,18460.053,13914.145,2484.909,3755.768,271.7049866,212.756,600.923,1968.3,10.02299976,1578.998047,2164.13208,10.0539999,1679.958984,856.992981,1892.427124,313.4290771,6.093709677
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,3Q2017,2017,3,18809.483,10805.119,2574.286,3808.646,290.0979919,208.885,651.002,2243.287,7.195000172,1616.197021,2226.38208,13.19999981,1478.842041,1123.832031,1936.284058,320.0870361,6.075692308
CONSORCIO ARA S.A.B DE C.V.,CONSORCIO ARA,4Q2017,2017,4,18804.998,10810.583,2114.907,4045.564,263.4330139,206.237,615.24,2285.632,8.453000069,1595.383057,2202.514893,21.53000069,1612.573975,1037.948975,1939.081909,343.6988525,6.862131148
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,1Q2010,2010,1,1708.513,32.971,48.616,0,3.312000036,1102.371,23.769,14.252,152.3370056,6.427000046,10.76099968,0,0,65.45300293,7.448999405,1.021999359,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,2Q2010,2010,2,1790.368,42.257,85.503,0,32.73600006,1120.451,13.409,35.172,-173.9420013,51.83200073,95.40200043,0,0,64.91899872,62.66600037,10.83399963,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,3Q2010,2010,3,1783.255,33.602,60.646,0,15.41699982,1121.974,42.21,32.263,-12.58399963,6.914000034,25.75,0,0,55.3010025,10.33300018,3.419000149,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,4Q2010,2010,4,1830.66,35.876,47.807,2.486,25.2689991,1144.332,21.392,37.724,58.09199905,8.847999573,37.51100159,0,2.486000061,58.82699966,12.24200249,3.394002914,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,1Q2011,2011,1,1765.46,35.456,40.758,0,33.2820015,1111.944,15.037,29.902,0,69.06999969,122.4029999,0,0,48.45199966,89.1210022,20.0510025,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,2Q2011,2011,2,1969.611,33.658,31.561,0,2.453999996,1335.021,12.926,25.249,0,7.40500021,14.43400002,0,0,48.31200027,11.97999954,4.574999332,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,3Q2011,2011,3,2278.606,36.45,36.879,0,19.34600067,1538.78,14.337,82.375,-50.71099854,188.2610016,246.6519928,0,0,74.3789978,227.3059998,39.04499817,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,4Q2011,2011,4,2175.673,52.565,32.714,0,91.68800354,1058.462,14.137,110.8,50.71099854,315.0010071,422.7879944,0,0,75.69199371,331.0999756,16.09896851,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,1Q2012,2012,1,2205.741,39.489,37.534,223.305,26.91799927,1121.666,19.633,64.35,15.86499977,134.0090027,173.378006,0,0,56.0359993,146.4600067,12.45100403,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,2Q2012,2012,2,2148.073,37.659,36.647,141.585,25.12599945,1118.678,15.795,60.008,-15.86499977,29.97100067,64.58100128,0,0,74.29899597,39.45500183,9.48400116,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,3Q2012,2012,3,2368.871,41.192,38.914,237.866,30.6970005,1169.387,16.581,72.156,0,228.6940002,270.8930054,0,0,82.52400208,240.1959991,11.5019989,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,4Q2012,2012,4,2764.831,44.296,100.127,617.17,-14.32400036,1153.13,67.498,56.741,207.1000061,224.697998,223.496994,0,0,171.3880005,237.8209991,13.1230011,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,1Q2013,2013,1,3238.437,35.292,766.764,442.829,23.16799927,1133.756,240.531,54.726,26.05599976,143.7350006,176.7449951,0,153.2810059,78.54699707,153.5769958,9.841995239,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,2Q2013,2013,2,3716.726,51.006,589.551,669.684,27.89299965,1517.822,105.646,37.026,422.821991,167.2929993,204.3480072,7.441999912,396.2260132,50.02400208,176.4550018,9.162002563,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,3Q2013,2013,3,4412.07,74.922,63.656,690.989,13.10400009,2921.524,15.981,33.419,1379.957031,70.14199829,90.82299805,7.747000217,304.9449768,76.44799805,77.71899414,7.57699585,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,4Q2013,2013,4,7121.138,83.934,44.274,4220.483,10.16899967,2040.41,14.051,22.305,-1043.975952,-80.90399933,-59.7519989,22.78300095,875.9730225,181.0659943,-69.92099762,10.98300171,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,1Q2014,2014,1,8795.372,75.165,35.916,5884.581,28.89900017,2026.631,11.986,22.572,8.409000397,62.8429985,97.47699738,18.85700035,875.9730225,202.8249969,68.5779953,5.734996796,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,2Q2014,2014,2,9135.492,85.244,170.756,6010.943,49.23699951,2059.451,30.407,38.704,100.5690002,200.9199982,264.3139954,19.04700089,905.9730225,213.0050049,215.0769958,14.15699768,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,3Q2014,2014,3,6333.105,87.15,92.086,2273.245,62.95600128,2209.151,25.914,31.648,174.029007,504.8349915,579.5739746,21.95499992,958.8339844,2470.508057,516.617981,11.7829895,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,4Q2014,2014,4,6171.847,64.779,85.515,2124.69,36.14599991,2235.146,27.356,8.666,49.80099869,184.3549957,240.1620026,20.07099915,986.3859863,2414.692871,204.0160065,19.66101074,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,1Q2015,2015,1,5944.639,55.615,152.922,1798,46.90299988,2286.641,26.77,15.684,388.4700012,237.3390045,297.7820129,20.56399918,983.15802,2239.553955,250.8790131,13.54000854,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,2Q2015,2015,2,5957.685,92.835,75.406,1843.662,49.92399979,2272.939,28.827,14.893,-388.4700012,229.3899994,301.053009,21.01099968,999.3060303,2230.084961,251.1290131,21.73901367,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,3Q2015,2015,3,6314.791,112.54,110.872,2145.141,44.3030014,2270.49,30.804,10.058,128.8950043,157.7200012,227.3630066,23.40200043,1003.057983,2201.410889,183.0599976,25.33999634,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,4Q2015,2015,4,5980.939,112.739,119.376,1775.719,78.97499847,2259.804,31.44,48.143,17.36199951,581.0889893,679.1710205,24.31999969,1042.112061,2168.034912,600.1960449,19.10705566,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,1Q2016,2016,1,6036.699,390.925,214.748,1708.825,48.47700119,2707.388,68.997,268.768,0,237.6399994,322.4089966,24.25699997,1036.631958,2401.134033,273.9320068,36.29200745,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,2Q2016,2016,2,6275.516,176.314,694.658,1439.688,53.91500092,2491.914,614.902,260.198,339.9020081,297.5669861,389.9060059,27.21299934,1045.628052,2925.496094,335.9909973,38.42401123,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,3Q2016,2016,3,5670.828,127.405,152.961,1344.896,59.81800079,2474.991,72.64,273.586,-174.8679962,273.6359863,370.5159912,18.66600037,1190.26001,2157.173096,310.697998,37.06201172,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,4Q2016,2016,4,5808.389,336.056,156.55,1511.36,-4.119999886,2020.539,75.149,326.271,-165.0339966,-56.48099899,-19.90200043,26.68600082,1245.702026,2303.308105,-15.78200054,40.6989975,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,1Q2017,2017,1,5744.197,336.889,151.614,1411.772,59.36600113,1995.128,68.541,275.916,0,162.6170044,261.6570129,40.48199844,1237.823975,2194.64502,202.2910156,39.67401123,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,2Q2017,2017,2,5701.436,271.018,145.981,1360.277,44.32300186,1963.562,68.139,294.801,346.394989,67.11499786,150.2120056,36.7859993,1223.29895,2250.950928,105.8890076,38.7740097,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,3Q2017,2017,3,5895.07,310.069,138.897,1443.772,40.61700058,2050.291,63.516,311.065,-346.394989,197.6109924,281.6619873,29.0189991,1278.692017,2155.764893,241.0449829,43.43399048,NA
CONSORCIO ARISTOS S.A.B DE C.V.,CONSORCIO ARISTOS,4Q2017,2017,4,5841.976,340.141,114.275,1420.147,74.06700134,2023.495,39.347,326.421,-2.95600009,263.5440063,381.8450012,37.9640007,1270.323975,2199.50708,307.7780151,44.23400879,NA
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,1Q2010,2010,1,1139.857,183.799,253.681,234.829,31.43700027,531.489,115.214,106.729,26.85300064,159.102005,217.9490051,3.792999983,234.8289948,259.7659912,186.5120087,27.41000366,6.11375
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,2Q2010,2010,2,1129.475,195.133,230.307,224.47,23.13199997,531.83,107.591,71.194,7.801000118,166.875,216.4960022,3.805000067,224.4700012,267.6369934,193.3639984,26.48899841,6.656363636
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,3Q2010,2010,3,1121.636,188.109,198.015,244.327,10.30799961,529.857,89.427,89.255,7.256999969,157.3209991,194.1499939,3.914000034,244.3269958,252.5179901,183.8419952,26.52099609,5.43
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,4Q2010,2010,4,1169.66,194.848,229.651,240.049,35.74200058,529.501,118.811,87.616,7.098999977,175.5279999,242.0119934,5.267000198,240.048996,308.8910217,206.269989,30.74198914,6.36
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,1Q2011,2011,1,1174.153,207.633,225.543,227.748,32.76699829,502.363,116.207,92.853,5.921000004,174.2380066,234.1580048,3.871000051,227.7480011,301.3850098,201.3910065,27.15299988,NA
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,2Q2011,2011,2,1196.499,212.229,247.913,213.362,25.2859993,503.58,118.012,95.564,4.837999821,170.1419983,223.6049957,4.135000229,213.3619995,301.4549866,198.3190002,28.17700195,7.6
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,3Q2011,2011,3,1268.955,240.575,283.178,249.752,20.55599976,513.02,170.017,80.249,16.37599945,181.2200012,235.8179932,4.019000053,249.7519989,340.3539734,215.2619934,34.04199219,7.6
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,4Q2011,2011,4,1352.183,230.359,315.087,292.646,28.11400032,531.263,182.553,83.109,30.32099915,197.9869995,264.4880066,4.361999989,292.6459961,414.6730042,236.3740082,38.38700867,5.7
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,1Q2012,2012,1,1220.374,188.994,309.045,295.317,15.69200039,502.38,164.225,88.663,0,164.9909973,209.3600006,4.326000214,262.2290039,359.6880188,193.6679993,28.67700195,5.31
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,2Q2012,2012,2,1205.76,215.886,264.119,309.11,-1.363000035,502.789,147.411,76.811,23.75900078,175.6950073,195.4720001,4.571000099,277.3630066,326.6159973,196.8350067,21.13999939,4.978
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,3Q2012,2012,3,1278.354,240.671,319.017,314.862,12.63700008,506.807,160.813,81.673,12.80000019,174.473999,215.1690063,4.643000126,283.1149902,353.20401,202.5320129,28.05801392,4.4625
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,4Q2012,2012,4,1288.915,236.02,358.697,285.568,14.38599968,493.442,186.005,77.283,-36.55899811,208.3300018,252.25,8.152999878,252.4170074,397.8849792,237.8639984,29.53399658,4.228823529
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,1Q2013,2013,1,1308.566,243.171,371.727,272.79,11.79699993,492.955,220.009,83.209,8.437000275,170.5529938,210.7610016,5.535999775,241.0429993,389.8740234,198.9640045,28.41101074,5.02
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,2Q2013,2013,2,1335.098,257.323,415.923,266.459,11.6789999,508.673,228.683,87.43,10.94999981,177.5500031,219.7180023,6.666999817,226.8619995,426.2479858,208.0390015,30.48899841,4.8
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,3Q2013,2013,3,1424.063,275.369,480.64,281.932,16.64299965,579.548,249.558,73.113,27.47900009,178.1369934,208.3309937,7.981999874,242.3350067,438.3110046,191.6879883,13.55099487,5
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,4Q2013,2013,4,1457.131,272.931,524.508,265.029,17.80400085,591.493,258.824,73.322,19.67399979,204.1860046,248.0059967,7.25,229.3249969,459.1679993,230.2019958,26.01599121,5.5
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,1Q2014,2014,1,1471.885,281.852,537.83,255.929,22.42000008,591.145,280.548,89.099,9.373000145,212.2489929,266.0220032,7.544000149,220.2250061,450.7480164,243.602005,31.35301208,5.533333333
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,2Q2014,2014,2,1441.325,282.361,518.713,244.303,8.019000053,594.533,188.653,64.589,4.160999775,201.6040039,241.8029938,7.500999928,208.6519928,449.1430054,233.7839966,32.17999268,4.78
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,3Q2014,2014,3,1478.043,298.356,607.191,199.07,9.819999695,592.774,238.308,58.426,7.78399992,205.4819946,248.0169983,8.593000412,163.4190063,474.0050049,238.196991,32.71499634,4.85
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,4Q2014,2014,4,1574.605,338.119,568.602,334.953,26.90299988,584.894,284.527,26.285,1.360000014,211.4980011,262.1849976,9.791000366,302.8980103,550.3439941,235.2819977,23.78399658,4.191428571
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,1Q2015,2015,1,1575.827,367.615,570.362,326.6,23.25,584.487,230.476,42.537,4.925000191,223.8209991,290.6740112,10.66699982,291.7059937,508.1289978,267.4240112,43.60301208,5.029333333
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,2Q2015,2015,2,1547.429,373.663,562.202,317.005,9.609000206,579.894,252.91,41.707,5.040999889,210.8470001,252.970993,9.756999969,282.1369934,481.348999,243.3619995,32.51499939,5.485
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,3Q2015,2015,3,1594.363,414.941,622.266,301.386,8.81799984,581.439,315.435,29.154,11.73700047,205.0980072,251.3549957,11.89099979,272.506012,500.4510193,242.5370026,37.43899536,5.6
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,4Q2015,2015,4,1643.729,408.674,666.138,306.965,27.18300056,576.115,333.922,55.983,4.994999886,215.6309967,283.2420044,11.18200016,262.8370056,535.5289917,256.0589905,40.42799377,5.32
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,1Q2016,2016,1,1587.763,412.501,579.059,336.46,18.6609993,564.586,321.206,45.66,4.15500021,220.5440063,275.2049866,13.2329998,293.6040039,513.6030273,256.5439758,35.99996948,5.333333333
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,2Q2016,2016,2,1607.989,433.908,604.249,329.081,19.7859993,568.956,327.503,39.802,14.78600025,223.5789948,281.8710022,11.28199959,285.7919922,427.625,262.0849915,38.5059967,5.3
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,3Q2016,2016,3,1686.218,490.993,734.503,274.239,19.11400032,557.8,373.334,28.549,-0.745999992,242.5859985,301.4970093,14.49100018,229.2290039,455.2350159,282.3829956,39.79699707,5.3
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,4Q2016,2016,4,1726.66,481.261,794.497,255.421,19.7310009,565.417,438.484,47.335,18.10899925,263.5580139,327.1109924,12.95800018,218.0079956,482.394989,307.3800049,43.82199097,4.877777778
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,1Q2017,2017,1,1710.486,484.497,789.232,238.35,21.52300072,554.016,394.087,43.037,-0.277999997,251.3690033,315.2839966,12.15400028,205.1840057,462.4880066,293.7609863,42.39198303,4.99
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,2Q2017,2017,2,1698.182,490.668,790.304,223.099,32.68899918,552.539,409.54,34.212,9.154999733,266.480011,347.7120056,11.4460001,192.3600006,456.9819946,315.0230103,48.54299927,4.86
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,3Q2017,2017,3,1708.279,509.679,775.036,245.773,25.99399948,551.706,434.046,29.882,9.444999695,271.7390137,345.2330017,14.08399963,223.4669952,450.7940063,319.2390137,47.5,4.8
CONVERTIDORA INDUSTRIAL S.A.B DE C.V.,CONVERTIDORA IND.,4Q2017,2017,4,1791.755,514.091,874.057,226.421,21.25099945,547.81,517.857,36.694,14.44699955,291.4100037,363.0150146,14.0710001,214.0859985,508.5180054,341.7640076,50.35400391,4.7
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,1Q2010,2010,1,15544.238,27.295,4039.889,5701.367,175.4259949,6459.1,1232.131,1242.129,80.10700226,1695.656982,2200.896973,144.1369934,5701.367188,2656.291016,2025.470947,329.8139648,6.539130435
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,2Q2010,2010,2,15401.739,28.776,3889.35,5767.264,226.5700073,6428.875,983.876,1134.836,100.9049988,1806.307007,2383.87207,147.7319946,5767.26416,2815.062988,2157.302002,350.9949951,6.4195
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,3Q2010,2010,3,15886.154,31.788,4447.563,5740.777,262.3529968,6458.639,1143.984,1173.382,160.5780029,1826.531006,2418.525879,144.7480011,5740.776855,2836.805908,2156.172852,329.6418457,6.187
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,4Q2010,2010,4,15447.071,29.045,3657.509,6033.414,428.3469849,6564.835,1129.24,1268.852,223.1060028,2405.887939,3190.423096,154.4389954,6033.414063,2408.963135,2762.076172,356.1882324,6.206428571
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,1Q2011,2011,1,15264.48,29.257,3704.526,5764.448,232.4609985,6441.401,675.404,1235.16,33.6570015,1827.651001,2337.197021,135.3240051,5764.447754,2297.815918,2104.736084,277.085083,6.084210526
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,2Q2011,2011,2,14234.906,31.134,3179.398,5329.022,322.446991,6123.692,937.431,1153.817,88.55699921,2406.031006,3021.187012,137.8450012,5329.021484,2292.521973,2698.73999,292.7089844,6.063793103
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,3Q2011,2011,3,15141.283,32.106,4554.766,4974.285,263.3559875,6036.156,1141.553,1501.662,89.24500275,1836.474976,2385.141113,139.6040039,4974.285156,2598.151855,2121.785156,285.3101807,6.000588235
CORPORACION INTERAMERICANA DE ENTRETENIMIENTO S.A.B DE C.V.,INTERAMERICANA ENTR.,4Q2011,2011,4,14208.374,37.673,4362.013,4572.381,464.7189941,6022.543,1064.84,1694.685,140.6450043,3003.172119,3723.049072,139.5599976,4572.380859,1835.977051,3258.330078,255.157959,5.928
