Empresa,Nombre_Corto,Fecha,Anio,Trimestre,Activos,Inventarios,Pasivo_Circulante,PasivoLP,UOAD,PPE,CPP,Efectivo,GC,CBV,Ventas,IGR,Deuda,CPC,GO,GVGA,Precio_Acciones
INDUSTRIAS PENOLES S.A.B DE C.V.,INDUSTRIAS PENOLES,1Q2017,2017,1,135256.512,20129.589,11703.693,45202.754,6219.981934,74079.327,3443.801,12389.022,3443.129883,13861.16992,21867.09375,200.3040009,26131.26367,4539.305176,15647.11133,1785.941406,483.8663492
INDUSTRIAS PENOLES S.A.B DE C.V.,INDUSTRIAS PENOLES,2Q2017,2017,2,127487.356,19410.479,8062.396,43270.112,5280.867188,72441.176,3639.384,11646.479,4506.224121,12861.95898,20714.45313,213.7409973,24869.70703,4571.716309,15433.58594,2571.626953,432.5829032
INDUSTRIAS PENOLES S.A.B DE C.V.,INDUSTRIAS PENOLES,3Q2017,2017,3,135142.162,20450.502,9169.249,45372.08,4723.111816,75197.67,3783.118,10862.793,4143.566895,12837.6377,20056.57617,214.6840057,26392.35938,5444.307129,15333.46484,2495.827148,447.2827692
INDUSTRIAS PENOLES S.A.B DE C.V.,INDUSTRIAS PENOLES,4Q2017,2017,4,147638.56,25118.455,11803.31,47624.48,6072.414063,85046.047,5737.031,20541.478,5769.082031,13723.60254,22773.49219,346.8919983,28624.20117,4698.331055,16701.07813,2977.475586,421.4681967
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,1Q2010,2010,1,28507.689,1940.774,13366.136,7303.941,1625.219971,14238.321,2808.552,7450.082,181.9450073,3804.662109,6357.320801,191.8679962,7303.940918,4676.339844,4732.100586,927.4384766,20.80229508
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,2Q2010,2010,2,24869.525,2082.747,8750.8,7290.237,1821.557983,14140.381,2720.4,3774.908,208.8390045,3874.039063,6626.549805,161.1569977,7290.236816,4871.489258,4804.991699,930.9526367,23.63095238
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,3Q2010,2010,3,24583.417,2075.023,7778.343,7281.1,1610.792969,14075.849,2561.136,3861.429,242.3170013,3853.358887,6346.145996,149.5820007,7281.100098,4571.115723,4735.353027,881.9941406,25.791875
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,4Q2010,2010,4,26941.198,1915.377,5309.197,11265.364,1823.484009,14047.566,2691.547,6306.972,233.470993,4108.565918,6866.501953,182.2059937,11265.36426,4671.283203,5043.018066,934.4521484,25.70171875
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,1Q2011,2011,1,28038.881,2003.788,9262.949,11264.769,1655.567017,14837.105,2791.45,6039.299,1102.313965,4034.24292,6649.61084,200.3529968,11264.76855,5158.688965,4994.043945,959.8010254,23.89290323
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,2Q2011,2011,2,27505.235,2154.34,7867.342,11250,1652.212036,14777.966,2806.244,5911.94,258.3479919,3897.36792,6412.755859,200.2969971,11250,4660.989258,4760.543945,863.1760254,23.69698413
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,3Q2011,2011,3,27367.37,2223.755,7318.429,11250,1458.516968,14804.335,3123.802,4857.094,333.1950073,4111.890137,6537.798828,203.2830048,11250,5482.186035,5079.281738,967.3916016,24.15907692
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,4Q2011,2011,4,26299.286,2092.595,5565.112,11250,1611.449951,14731.287,3156.348,4027.564,212.6959991,4490.042969,7132.216797,201.9299927,11250,5447.839844,5520.766602,1030.723633,24.46016129
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,1Q2012,2012,1,29017.44,2152.719,9566.714,13660.158,1467.782959,16118.61,2885.297,3099.651,225.3200073,4574.785156,7166.38623,202.378006,11250,5934.077148,5698.603516,1123.818359,25.04031746
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,2Q2012,2012,2,28969.935,2190.943,9856.779,12344.188,1702.31897,15859.721,2967.496,3315.053,286.9419861,4461.384766,7263.48584,201.2429962,10000,5614.708008,5561.166992,1099.782227,25.82419355
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,3Q2012,2012,3,29155.459,2178.576,9329.397,12242.216,1578.271973,15830.71,2913.862,3722.762,328.2909851,4372.059082,7116.454102,203.6309967,10000,5630.017578,5538.182129,1166.123047,27.49953846
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,4Q2012,2012,4,28036.421,1950.268,7192.382,12217.979,1886.724976,15734.233,2812.375,3464.93,177.3840027,4548.077148,7742.299805,204.4089966,9978.833984,5298.452148,5855.574707,1307.497559,31.89709677
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,1Q2013,2013,1,29547.68,1910.631,11785.806,12177.039,1810.587036,15633.58,2995.314,4728.883,279.9890137,4578.379883,7571.536133,199.7460022,9980.385742,5619.085938,5760.949219,1182.569336,37.66423729
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,2Q2013,2013,2,27740.93,1978.92,8922.415,12071.322,1910.176025,15556.878,3236.553,2986.265,295.9440002,4515.446777,7605.041016,186.7299957,9981.853516,5474.319824,5694.865234,1179.418457,41.625
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,3Q2013,2013,3,30482.404,2023.804,8233.209,14524.655,1783.104004,15562.905,3208.312,6181.243,390.9530029,4311.38623,7238.008789,165.9620056,12477.42383,5108.761719,5454.904785,1143.518555,40.72446154
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,4Q2013,2013,4,29539.839,1844.534,8756.828,12195.696,1704.149048,15878.641,3319.071,5390.25,670.1480103,4354.776855,7262.930176,194.5140076,10177.84473,4872.368164,5558.78125,1204.004395,38.30619048
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,1Q2014,2014,1,31253.792,2130.36,13137.835,12992.454,1568.962036,15880.15,3394.832,6338.895,381.4760132,4463.932129,7262.486816,184.7700043,10927.34863,5275.336914,5693.524902,1229.592773,34.15622951
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,2Q2014,2014,2,33149.026,2207.319,11442.825,16373.242,1469.811035,15929.809,3279.483,7909.89,430.6610107,4614.601074,7281.693848,230.4530029,14137.7666,5332.627441,5811.882813,1197.281738,35.65516129
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,3Q2014,2014,3,32895.967,2291.635,10501.728,16260.501,1332.557983,15902.373,3452.606,8223.053,356.1289978,4434.834961,6924.408203,258.2049866,14255.43164,4828.837891,5591.850098,1157.015137,34.14184615
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,4Q2014,2014,4,29932.444,1887.357,7876.329,15122.493,1498.720947,15979.624,3487.438,5049.547,476.6229858,4866.36377,7638.26416,233.0299988,13086.81738,5072.634766,6139.542969,1273.179199,31.00126984
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,1Q2015,2015,1,35319.303,2190.394,11314.561,18294.222,1661.534058,15750.453,3531.72,9723.061,184.3769989,4803.173828,7763.550781,237.904007,16242.94141,5343.634277,6102.016602,1298.842773,30.49377049
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,2Q2015,2015,2,34990.065,2189.016,9960.337,18293.853,1765.180054,15611.817,3379.133,9047.651,275.428009,4936.35498,8027.212891,279.7929993,16395.70117,5588.353027,6262.032715,1325.677734,33.57629032
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,3Q2015,2015,3,36078.123,2292.654,9119.468,18954.519,1730.083008,15512.722,3409.196,9779.818,314.5369873,4892.542969,7932.359863,283.0979919,17097.4082,4902.562012,6202.276855,1309.733887,37.07384615
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,4Q2015,2015,4,34047.029,2226.509,8317.323,18992.168,1981.293945,15670.354,3721.679,7933.699,544.0419922,5146.384766,8483.110352,274.7309875,17238.19922,4798.376953,6501.816406,1355.431641,39.89857143
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,1Q2016,2016,1,38009.692,2323.451,12454.212,22537.841,2050.464111,15693.96,3826.317,11088.367,421.4249878,5291.903809,8728.317383,294.32901,20848.13672,5489.265625,6677.853516,1385.949707,40.547
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,2Q2016,2016,2,38768.929,2650.271,13558.218,20824.151,2054.938965,15669.565,4068.524,9588.63,377.269989,5378.375977,8831.352539,296.2709961,19168.92188,5456.395996,6776.413574,1398.037598,42.556
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,3Q2016,2016,3,39919.541,2989.388,12512.43,21671.86,1938.682007,15649.043,4023.809,8938.922,368.9299927,5374.795898,8719.457031,308.223999,19998.51563,5873.85791,6780.774902,1405.979004,44.16153846
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,4Q2016,2016,4,40698.626,2861.198,11000.416,22612.115,1974.324951,16298.731,4351.216,7461.492,825.4630127,5830.286133,9381.167969,326.1690063,20762.88672,5555.196289,7406.842773,1576.556641,38.9983871
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,1Q2017,2017,1,40055.686,3178.162,15911.39,21112.242,1828.087036,16582.428,4346.373,7275.926,681.2449951,6145.839844,9530.507813,333.1539917,19329.99023,6214.460938,7702.420898,1556.581055,37.27444444
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,2Q2017,2017,2,39436.354,3441.674,11654.405,23658.959,1796.935059,17005.004,4504.082,6261.141,786.8339844,6206.549805,9605.905273,373.1589966,21592.39844,6299.016113,7808.970215,1602.42041,39.22774194
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,3Q2017,2017,3,38624.938,3201.401,11469.59,22259.44,1565.833008,17177.095,4123.041,6013.114,484.8250122,5992.561035,9197.258789,377.8129883,20390,5852.095703,7631.425781,1638.864746,36.26323077
KIMBERLY CLARK DE MEXICO S.A.B DE C.V.,KIMBERLY-CLARK MEX.,4Q2017,2017,4,39340.32,3174.694,9967.59,23225.843,1790.613037,17476.248,4557.738,4674.339,624.8070068,6018.817871,9432.087891,377.4660034,21391,6277.167969,7641.474609,1622.656738,33.74770492
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,1Q2010,2010,1,7342.503,17.94,617.216,2520.131,-16.59799957,4918.19,457.219,841.432,154.1660004,285.8049927,635.7459717,86.05699921,2520.131104,989.7949829,652.3439941,366.5390015,137.2327869
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,2Q2010,2010,2,7274.17,22.005,579.616,2559.702,-9.579999924,4924.62,490.869,678.773,197.3110046,291.9289856,655.190979,77.35399628,2559.702148,1023.618042,664.7709961,372.8420105,108.371746
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,3Q2010,2010,3,7186.819,19.123,594.095,2529.941,-9.180999756,4898.545,441.145,619.317,149.1410065,271.4169922,646.9799805,75.73899841,2529.940918,1046.012939,656.1610107,384.7440186,92.62515625
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,4Q2010,2010,4,6110.587,25.678,490.396,2502.714,-1.907999992,4391.993,368.064,375.224,225.5540009,272.3909912,639.4749756,75.26200104,2502.713867,989.125,641.3829956,368.9920044,91.8440625
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,1Q2011,2011,1,6038.421,19.033,553.275,2425.697,27.61700058,4295.746,385.245,382.27,70.11199951,210.878006,589.1950073,72.79299927,2425.697021,1049.54895,561.5780029,350.7000122,85.1133871
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,2Q2011,2011,2,5897.394,12.723,487.271,2399.502,29.25099945,4228.557,357.351,329.433,97.30699921,199.5570068,592.4210205,70.78600311,2399.501953,1041.994995,563.1700439,363.6130371,69.29460317
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,3Q2011,2011,3,6011.762,11.508,525.826,2715.413,26.50499916,4175.739,303.299,444.113,115.913002,191.1170044,594.302002,81.61199951,2715.413086,1043.260986,567.7969971,376.6799927,52.18923077
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,4Q2011,2011,4,5787.644,8.895,424.594,2826.979,38.61199951,4113.315,220.048,412.797,133.1340027,168.7050018,600.0230103,84.98699951,2826.979004,917.0360107,561.4110107,392.7059937,41.19516129
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,1Q2012,2012,1,5489.023,12.681,486.194,2618.516,6.316999912,3907.16,205.945,492.326,75.9260025,201.1600037,547.2659912,76.02400208,2545.952881,881.3729858,540.9489746,339.7889709,46.09238095
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,2Q2012,2012,2,5318.603,13.447,394.164,2778.505,-24.60000038,3901.702,264.329,364.157,133.7890015,183.3339996,517.1229858,89.91200256,2708.567871,826.1400146,541.7229614,358.3889771,35.82096774
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,3Q2012,2012,3,5324.805,13.729,494.401,2618.902,4.177000046,3896.52,310.622,396.749,131.3079987,216.0570068,565.5230103,74.7480011,2550.886963,873.5820313,561.3460083,345.2890015,38.37
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,4Q2012,2012,4,5002.098,17.512,479.843,2356.928,-50.08100128,3952.247,434.807,146.516,242.3679962,211.5339966,571.3400269,73.98300171,2287.947021,737.1160278,621.4210205,409.8870239,47.96967742
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,1Q2013,2013,1,4979.531,19.479,519.08,2233.81,28.1079998,3866.593,410.026,104.744,90.22299957,234.470993,582.3549805,63.03699875,2172.091064,813.7529907,554.2470093,319.776001,61.81118644
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,2Q2013,2013,2,4975.514,17.201,607.911,2362.631,-34.03900146,3827.922,430.981,116.22,133.6759949,278.4490051,635.664978,79.23200226,2299.89502,836.9060059,669.7039795,391.2549744,57.21546875
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,3Q2013,2013,3,4923.306,15.318,2815.35,192.311,-5.342000008,3836.226,258.829,85.248,143.5059967,279.7999878,642.1359863,78.96299744,4.321000099,827.3880005,647.4779663,367.6779785,70.04892308
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,4Q2013,2013,4,5887.145,16.697,424.585,2397.034,-1052.464966,3039.167,381.004,1953.692,44.23099899,322.1499939,622.0159912,-23.95000076,2196.333984,767.1370239,1674.480957,1352.330933,47.26936508
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,1Q2014,2014,1,5737.87,28.102,440.697,2125.071,45.11299896,2872.083,360.433,1954.535,93.2519989,326.1459961,648.5599976,37.98500061,1966.72998,766.0089722,603.4470215,277.3010254,46.02885246
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,2Q2014,2014,2,5648.844,29.011,412.99,2062.124,23.40200043,2876.317,349.507,1795.228,132.348999,370.7690125,674.565979,29.61499977,1930.687988,812.5540161,651.1640015,280.394989,45.86096774
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,3Q2014,2014,3,5612.243,26.796,381.141,2112.58,42.36100006,2985.775,289.161,1632.034,200.6679993,373.6080017,707.2349854,44.76699829,2013.279053,842.335022,664.8739624,291.2659607,40.41323077
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,4Q2014,2014,4,5960.261,34.664,607.615,2362.554,-8.204999924,3331.322,577.911,1443.123,484.7890015,314.1119995,659.5770264,40.3769989,2226.99292,893.1820068,667.7820435,353.6700439,32.62873016
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,1Q2015,2015,1,5691.386,35.19,587.519,2209.759,-16.23200035,3499.34,496.175,1216.785,153.4579926,315.6589966,625.7080078,40.76100159,2089.083008,744.7120361,641.9400024,326.2810059,27.60327869
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,2Q2015,2015,2,5444.113,36.417,501.145,2226.15,-47.39899826,3531.883,440.713,875.436,186.5209961,331.8989868,598.7769775,35.56200027,2112.751953,764.4970093,646.1759644,314.2769775,24.77258065
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,3Q2015,2015,3,5220.219,39.769,527.835,2237.06,-72.65100098,3647.65,431.546,501.831,227.0299988,314.4970093,578.4730225,34.72999954,2129.363037,782.8479614,651.1240234,336.6270142,19.26615385
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,4Q2015,2015,4,5604.703,29.177,496.209,2416.305,-51.39899826,3765.968,367.884,795.298,275.5150146,312.5690002,565.9749756,37.68500137,2320.280029,739.9140015,617.3739624,304.8049622,15.04666667
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,1Q2016,2016,1,5420.275,33.286,407.544,2311.497,-14.32600021,3775.701,279.354,636.043,129.8589935,303.678009,544.1530151,41.10300064,2225.273926,679.710022,558.4790039,254.8009949,11.19333333
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,2Q2016,2016,2,5320.718,30.247,376.751,2333.339,-24.90600014,3755.709,283.326,665.158,128.6750031,344.9819946,584.2860107,40.22600174,2249.5979,509.052002,609.1920166,264.210022,12.22030769
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,3Q2016,2016,3,5084.489,24.622,483.494,2447.02,-324.5880127,3391.697,354.871,672.183,-243.8190002,471.4710083,711.5339966,42.88499832,2322.844971,672.1130371,1036.12207,564.651062,12.00241935
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,4Q2016,2016,4,3892.804,1.514,493.737,2598.515,-1197.557007,2352.448,417.349,847.547,108.5800018,523.026001,712.3170166,44.18399811,2455.724121,378.743988,1909.874023,1386.848022,9.777068966
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,1Q2017,2017,1,3701.428,1.595,397.066,2358.395,31.14100075,2283.059,285.166,659.473,58.43799973,534.9190063,731.3010254,48.24499893,2251.195068,381.1030273,700.1600342,165.2410278,6.606851852
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,2Q2017,2017,2,3596.531,2.427,417.861,2065.603,-23.96699905,2219.987,364.311,534.602,86.72499847,449.7810059,638.3129883,48.45999908,1935.079956,371.4830017,662.2799683,212.4989624,6.8434
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,3Q2017,2017,3,3613.778,1.364,393.048,2081.997,1.618000031,2228.406,295.259,537.784,49.85900116,249.2649994,437.9769897,39.42900085,1974.743042,391.2010193,436.3589783,187.0939789,6.938333333
MAXCOM TELECOMUNICACIONES S.A.B DE C.V.,MAXCOM TELECOM.,4Q2017,2017,4,3664.795,3.404,370.058,2273.848,-2.138000011,2338.606,312.093,585.271,37.57300186,250.9720001,447.9890137,38.03099823,2141.9021,379.0329895,450.1270142,199.155014,8.19
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,1Q2010,2010,1,2828.454,42.112,367.106,79.852,98.60600281,2164.75,92.084,80.95,29.06299973,298.5400085,463.1799927,1.843999982,79.85199738,198.1390076,364.5739746,66.03396606,21.79809524
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,2Q2010,2010,2,2823.842,39.523,374.652,80.15,91.38899994,2153.798,94.708,118.077,17.11400032,293.6839905,447.8120117,1.468000054,80.15000153,167.2559967,356.4230042,62.73901367,25.89444444
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,3Q2010,2010,3,2883.34,42.45,397.273,78.544,77.76899719,2146.346,107.497,191.124,23.36100006,296.8469849,447.6400146,1.251000047,78.54399872,151.378006,369.8710327,73.02404785,27.2015
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,4Q2010,2010,4,2824.511,45.227,282.757,74.233,86.00800323,2163.606,95.905,102.989,28.79299927,295.8099976,464.0920105,1.506999969,74.23300171,173.1539917,378.0840149,82.27401733,25.30727273
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,1Q2011,2011,1,2876.371,40.372,297.431,72.645,113.3199997,2161.105,131.822,203.248,24.10300064,315.8760071,494.6730042,1.287999988,72.64499664,157.5529938,381.3529968,65.47698975,25.13055556
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,2Q2011,2011,2,2807.042,41.707,327.174,4.086,88.64499664,2139.051,134.829,140.529,13.45400047,330.9440002,491.1879883,0.842000008,4.085999966,171.5339966,402.5429993,71.59899902,25.05071429
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,3Q2011,2011,3,3021.173,42.457,678.547,3.207,79.20600128,2140.358,159.219,354.548,24.2670002,333.9679871,486.1229858,0.017999999,3.207000017,168.25,406.9169922,72.94900513,24.14233333
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,4Q2011,2011,4,3044.789,43.503,666.124,3.241,60.73899841,2146.533,184.86,374.221,28.69499969,329.6530151,452.7739868,0.02,3.240999937,185.9750061,392.0349731,62.38195801,23.6855814
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,1Q2012,2012,1,3365.951,46.733,672.034,258.06,104.9020004,2016.326,169.825,435.411,17.62299919,325.7590027,503.1929932,0.013,1.483999968,159.4109955,398.2909851,72.53198242,24.01145833
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,2Q2012,2012,2,3347.751,45.866,676.538,245.615,76.4980011,2012.359,138.909,427.499,31.54000092,338.9309998,495.8980103,0.015,1.557999969,156.4670105,419.4000244,80.46902466,24.07081081
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,3Q2012,2012,3,3294.076,40.323,558.472,235.04,102.9189987,2075.915,159.091,296.922,73.48899841,356.6149902,538.7819824,0.015,0,186.6409912,435.8629761,79.24798584,24.0425
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,4Q2012,2012,4,3351.812,45.499,533.36,235.447,110.1360016,2169.439,150.993,250.597,105.2399979,356.6719971,552.1030273,2.309000015,0,162.071991,441.967041,85.29504395,24.23085106
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,1Q2013,2013,1,3432.432,42.164,524.342,207.88,149.7339935,2194.701,171.861,300.162,82.13800049,345.053009,566.9429932,1.177999973,0,198.2379913,417.2089844,72.15597534,25.35282051
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,2Q2013,2013,2,3272.536,42.369,416.895,197.371,91.88400269,2223.365,158.097,144.875,63.83000183,358.006012,538.6799927,1.922000051,0,165.2859955,446.79599,88.78997803,29.95214286
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,3Q2013,2013,3,3324.549,46.307,395.058,190.274,113.163002,2209.064,150.238,206.296,28.71500015,362.5629883,567.5499878,0.003,0,191.0610046,454.3869934,91.82400513,33.33285714
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,4Q2013,2013,4,3335.895,58.438,389.313,201.753,139.3480072,2217.069,163.911,176.249,41.92699814,362.7210083,583.2269897,-0.002,0,181.0180054,443.8789673,81.15795898,34.41404762
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,1Q2014,2014,1,3443.019,57.537,390.296,185.964,145.2740021,2478.503,149.944,266.695,45.68899918,367.8680115,588.6900024,0,0,199.1160126,443.4160156,75.54800415,41.12564103
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,2Q2014,2014,2,3521.524,51.287,411.762,172.73,99.8259964,2466.939,148.309,364.959,13.74600029,380.973999,569.8660278,0.116999999,0,198.0230103,470.0400391,89.06604004,44.63702703
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,3Q2014,2014,3,3705.274,51.603,503.187,163.173,133.9960022,2467.104,146.201,488.945,18.65299988,368.7399902,583.9249878,-0.116999999,0,167.4219971,449.9289856,81.18899536,51.31473684
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,4Q2014,2014,4,3650.209,55.9,383.822,158.129,84.35299683,2726.642,157.811,344.176,199.1569977,383.7860107,549.6149902,0,0,164.147995,465.2619934,81.47598267,56.81939394
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,1Q2015,2015,1,3708.444,53.431,382.957,152.425,90.23600006,2739.114,148.503,395.032,37.0929985,378.5679932,555.2919922,0.007,0,149.2409973,465.0559998,86.48800659,55.91255814
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,2Q2015,2015,2,3730.019,58.616,444.953,148.08,97.05899811,2757.36,166.222,375.734,24.09600067,383.2659912,566.0709839,0,0,169.4110107,469.0119934,85.7460022,54.85171429
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,3Q2015,2015,3,3782.898,53.555,461.203,132.082,72.2440033,2775.792,162.403,417.381,47.07400131,403.6470032,582.6049805,0,0,171.1330109,510.3609619,106.7139587,53.18325581
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,4Q2015,2015,4,3799.424,65.002,410.46,135.027,79.55599976,2839.37,141.42,359.046,76.56999969,399.0549927,575.8330078,0.072999999,0,186.7670135,496.2770081,97.22201538,46.37025
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,1Q2016,2016,1,3931.141,83.176,446.756,146.652,126.7730026,2828.386,180.073,471.794,22.83200073,381.5159912,592.0310059,0.011,0,201.7949982,465.2579956,83.74200439,40.54733333
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,2Q2016,2016,2,3890.469,56.207,423.049,142.473,97.55799866,2375.565,134.128,443.137,7.297999859,414.6539917,607.1430054,0.006,0,209.5630035,509.585022,94.93103027,41.75633333
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,3Q2016,2016,3,3949.077,68.265,449.594,139.922,49.63000107,2364.423,161.918,504.739,39.86999893,416.8980103,600.0819702,0,0,205.3329926,550.4519653,133.5539551,43.03678571
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,4Q2016,2016,4,5384.886,117.711,676.376,1388.134,-43.22999954,2776.208,330.161,102.802,60.74300003,589.4660034,790.8839722,27.1970005,1278.25,297.243988,834.1139526,244.6479492,41.99678571
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,1Q2017,2017,1,5581.036,107.097,692.785,1532.463,105.8860016,2768.825,320.186,154.457,42.90000153,581.3319702,892.9400024,33.28900146,1351.152954,299.6799927,787.0540161,205.7220459,39.35340426
MEDICA SUR S.A.B DE C.V.,MEDICA SUR,2Q2017,2017,2,5528.146,103.88,674.912,1528.37,117.5319977,2708.644,283.956,183.293,88.69999695,594.9959717,889.0300293,35.51100159,1350.261963,294.8789978,771.4980469,176.5020752,39.38
